TransactionId,CustomerId,AccountId,StoreId,TransactionDateTime,PaymentMethod,Currency,DiscountEUR,TotalNetAmountEUR,Year,Month,Day
TR00000498,CU000146,AC00380,ST012,2025-11-28 13:00:00,Invoice,EUR,3.16,1695.62,2025,11,28
TR00000499,CU000123,AC00154,ST002,2026-01-01 21:00:00,Card,EUR,20.95,451.24,2026,1,1
TR00000500,CU000260,AC00025,ST021,2025-04-28 18:00:00,Card,EUR,0.0,538.58,2025,4,28
TR00000501,CU000287,AC00335,ST027,2025-02-10 02:00:00,Cash,EUR,10.74,255.63,2025,2,10
TR00000502,CU000115,AC00516,ST032,2025-09-08 01:00:00,Card,EUR,0.0,629.85,2025,9,8
TR00000503,CU000114,AC00090,ST037,2025-02-23 11:00:00,Invoice,EUR,2.5,132.56,2025,2,23
TR00000504,CU000172,AC00392,ST036,2024-11-04 06:00:00,Card,EUR,0.0,9.19,2024,11,4
TR00000505,CU000071,AC00238,ST031,2024-05-03 20:00:00,Card,EUR,0.0,410.52,2024,5,3
TR00000506,CU000007,AC00127,ST030,2024-02-26 01:00:00,Card,EUR,18.79,0.0,2024,2,26
TR00000507,CU000263,AC00064,ST020,2024-11-14 09:00:00,Card,EUR,11.59,367.75,2024,11,14
TR00000508,CU000251,AC00518,ST027,2024-03-08 03:00:00,Invoice,EUR,0.0,0.0,2024,3,8
TR00000509,CU000056,AC00447,ST010,2025-03-24 21:00:00,Card,EUR,18.84,810.73,2025,3,24
TR00000510,CU000231,AC00051,ST020,2025-11-28 09:00:00,Card,EUR,24.1,159.94,2025,11,28
TR00000511,CU000301,AC00546,ST009,2025-07-31 13:00:00,Invoice,EUR,1.64,640.89,2025,7,31
TR00000512,CU000189,AC00412,ST024,2025-07-25 02:00:00,Card,EUR,0.0,0.0,2025,7,25
TR00000513,CU000148,AC00486,ST006,2025-06-28 17:00:00,BankTransfer,EUR,3.81,303.21,2025,6,28
TR00000514,CU000407,AC00462,ST001,2024-05-22 12:00:00,Invoice,EUR,0.0,196.73,2024,5,22
TR00000515,CU000148,AC00486,ST022,2024-07-19 06:00:00,Card,EUR,6.19,39.08,2024,7,19
TR00000516,CU000186,AC00062,ST014,2025-04-08 05:00:00,Card,EUR,0.31,27.77,2025,4,8
TR00000517,CU000277,AC00393,ST006,2025-04-29 06:00:00,Card,EUR,10.83,638.13,2025,4,29
TR00000518,CU000146,AC00380,ST002,2024-11-24 10:00:00,Card,EUR,0.0,452.54,2024,11,24
TR00000519,CU000279,AC00052,ST020,2024-11-20 22:00:00,Card,EUR,6.19,339.11,2024,11,20
TR00000520,CU000457,AC00087,ST031,2025-08-04 15:00:00,Card,EUR,15.57,1621.4,2025,8,4
TR00000521,CU000185,AC00157,ST025,2025-10-02 02:00:00,Card,EUR,1.22,132.56,2025,10,2
TR00000522,CU000024,AC00209,ST014,2024-05-28 02:00:00,Card,EUR,0.0,443.07,2024,5,28
TR00000523,CU000188,AC00384,ST027,2025-06-08 03:00:00,Card,EUR,0.0,174.12,2025,6,8
TR00000524,CU000362,AC00024,ST021,2025-06-20 08:00:00,Card,EUR,1.85,1196.31,2025,6,20
TR00000525,CU000097,AC00001,ST015,2025-03-01 18:00:00,Card,EUR,0.0,1032.72,2025,3,1
TR00000526,CU000134,AC00145,ST031,2025-12-21 21:00:00,Cash,EUR,9.39,434.87,2025,12,21
TR00000527,CU000419,AC00307,ST006,2024-07-01 06:00:00,Card,EUR,4.11,545.01,2024,7,1
TR00000528,CU000477,AC00246,ST039,2025-09-15 07:00:00,Invoice,EUR,4.44,366.84,2025,9,15
TR00000529,CU000308,AC00184,ST036,2024-03-18 21:00:00,Cash,EUR,9.58,539.57,2024,3,18
TR00000530,CU000025,AC00301,ST009,2024-08-25 14:00:00,Invoice,EUR,4.82,13.26,2024,8,25
TR00000531,CU000277,AC00393,ST023,2024-09-08 08:00:00,Invoice,EUR,29.43,594.68,2024,9,8
TR00000532,CU000368,AC00131,ST038,2025-06-03 14:00:00,Invoice,EUR,2.23,994.04,2025,6,3
TR00000533,CU000360,AC00095,ST008,2024-01-02 05:00:00,Card,EUR,0.0,421.56,2024,1,2
TR00000534,CU000392,AC00455,ST003,2024-03-29 09:00:00,Invoice,EUR,27.74,317.2,2024,3,29
TR00000535,CU000135,AC00060,ST007,2024-11-18 11:00:00,Card,EUR,13.84,934.68,2024,11,18
TR00000536,CU000109,AC00091,ST037,2025-09-03 10:00:00,BankTransfer,EUR,0.0,207.52,2025,9,3
TR00000537,CU000114,AC00090,ST021,2025-05-21 17:00:00,Invoice,EUR,10.54,783.29,2025,5,21
TR00000538,CU000094,AC00461,ST011,2025-06-27 22:00:00,Invoice,EUR,0.0,464.52,2025,6,27
TR00000539,CU000441,AC00212,ST035,2025-08-23 13:00:00,Invoice,EUR,1.43,231.35,2025,8,23
TR00000540,CU000415,AC00077,ST019,2024-10-12 21:00:00,Invoice,EUR,1.92,84.74,2024,10,12
TR00000541,CU000424,AC00200,ST017,2024-02-24 01:00:00,Card,EUR,11.83,41.34,2024,2,24
TR00000542,CU000491,AC00048,ST036,2025-11-23 16:00:00,Card,EUR,2.73,504.79,2025,11,23
TR00000543,CU000439,AC00237,ST033,2024-12-04 03:00:00,Card,EUR,3.68,142.59,2024,12,4
TR00000544,CU000432,AC00067,ST009,2025-11-19 09:00:00,Card,EUR,0.0,273.47,2025,11,19
TR00000545,CU000220,AC00065,ST030,2024-10-01 03:00:00,Card,EUR,20.47,473.23,2024,10,1
TR00000546,CU000389,AC00141,ST004,2025-05-29 13:00:00,Cash,EUR,29.71,56.65,2025,5,29
TR00000547,CU000010,AC00399,ST033,2024-03-25 03:00:00,Card,EUR,12.34,278.05,2024,3,25
TR00000548,CU000276,AC00304,ST020,2024-04-08 03:00:00,Invoice,EUR,4.26,396.95,2024,4,8
TR00000549,CU000468,AC00136,ST017,2024-01-14 21:00:00,Invoice,EUR,0.0,1115.86,2024,1,14
TR00000550,CU000025,AC00301,ST033,2024-01-11 13:00:00,BankTransfer,EUR,8.59,909.13,2024,1,11
TR00000551,CU000237,AC00135,ST029,2025-02-04 15:00:00,Card,EUR,11.65,583.85,2025,2,4
TR00000552,CU000091,AC00513,ST037,2025-05-22 18:00:00,Card,EUR,9.78,701.77,2025,5,22
TR00000553,CU000113,AC00012,ST037,2025-09-22 00:00:00,Card,EUR,0.37,705.03,2025,9,22
TR00000554,CU000034,AC00093,ST032,2024-05-01 08:00:00,Card,EUR,0.0,991.28,2024,5,1
TR00000555,CU000299,AC00260,ST040,2025-08-20 04:00:00,Invoice,EUR,0.0,87.86,2025,8,20
TR00000556,CU000134,AC00145,ST006,2025-10-28 22:00:00,Card,EUR,10.08,347.53,2025,10,28
TR00000557,CU000448,AC00522,ST020,2025-02-10 11:00:00,Invoice,EUR,18.73,356.37,2025,2,10
TR00000558,CU000045,AC00040,ST004,2024-09-24 09:00:00,Card,EUR,5.37,1282.36,2024,9,24
TR00000559,CU000414,AC00179,ST037,2026-01-11 13:00:00,BankTransfer,EUR,8.91,132.76,2026,1,11
TR00000560,CU000207,AC00278,ST026,2024-06-01 06:00:00,Card,EUR,32.17,975.96,2024,6,1
TR00000561,CU000131,AC00488,ST013,2025-07-26 14:00:00,Card,EUR,7.44,215.24,2025,7,26
TR00000562,CU000334,AC00190,ST015,2025-11-21 05:00:00,Card,EUR,0.0,75.44,2025,11,21
TR00000563,CU000286,AC00478,ST035,2025-03-12 23:00:00,Card,EUR,0.0,278.6,2025,3,12
TR00000564,CU000276,AC00304,ST033,2025-02-07 19:00:00,Cash,EUR,7.51,1213.64,2025,2,7
TR00000565,CU000448,AC00522,ST018,2025-07-23 07:00:00,Card,EUR,2.23,78.05,2025,7,23
TR00000566,CU000460,AC00400,ST003,2025-11-18 21:00:00,Cash,EUR,6.53,531.6,2025,11,18
TR00000567,CU000517,AC00042,ST011,2026-01-13 03:00:00,Card,EUR,8.61,0.0,2026,1,13
TR00000568,CU000121,AC00070,ST015,2025-01-19 10:00:00,BankTransfer,EUR,19.18,5.06,2025,1,19
TR00000569,CU000421,AC00039,ST021,2025-02-09 07:00:00,Card,EUR,1.95,1034.93,2025,2,9
TR00000570,CU000281,AC00459,ST028,2025-09-09 08:00:00,Invoice,EUR,15.7,700.9,2025,9,9
TR00000571,CU000192,AC00166,ST010,2024-02-16 12:00:00,Card,EUR,2.48,490.59,2024,2,16
TR00000572,CU000010,AC00399,ST011,2024-08-20 19:00:00,Card,EUR,0.0,155.51,2024,8,20
TR00000573,CU000068,AC00436,ST011,2025-11-08 23:00:00,Cash,EUR,7.48,68.2,2025,11,8
TR00000574,CU000205,AC00247,ST032,2025-03-15 07:00:00,Card,EUR,11.54,75.55,2025,3,15
TR00000575,CU000152,AC00215,ST001,2025-11-06 20:00:00,Card,EUR,6.19,468.32,2025,11,6
TR00000576,CU000368,AC00131,ST022,2024-10-03 04:00:00,BankTransfer,EUR,2.33,208.79,2024,10,3
TR00000577,CU000002,AC00372,ST014,2025-09-16 18:00:00,BankTransfer,EUR,13.67,171.93,2025,9,16
TR00000578,CU000224,AC00479,ST001,2025-05-09 06:00:00,Card,EUR,1.77,507.16,2025,5,9
TR00000579,CU000063,AC00003,ST002,2025-02-01 16:00:00,Card,EUR,3.76,0.0,2025,2,1
TR00000580,CU000019,AC00451,ST036,2024-11-22 00:00:00,Cash,EUR,5.2,314.35,2024,11,22
TR00000581,CU000386,AC00269,ST016,2025-05-30 19:00:00,Card,EUR,7.21,56.18,2025,5,30
TR00000582,CU000299,AC00260,ST026,2024-11-25 10:00:00,Cash,EUR,3.97,61.17,2024,11,25
TR00000583,CU000465,AC00444,ST016,2025-02-04 15:00:00,Card,EUR,0.0,500.05,2025,2,4
TR00000584,CU000114,AC00090,ST040,2024-01-07 02:00:00,Card,EUR,5.03,96.46,2024,1,7
TR00000585,CU000005,AC00490,ST001,2025-10-27 17:00:00,Card,EUR,9.37,811.22,2025,10,27
TR00000586,CU000093,AC00055,ST008,2025-04-19 16:00:00,Card,EUR,0.89,355.66,2025,4,19
TR00000587,CU000259,AC00315,ST008,2025-04-10 09:00:00,Card,EUR,0.0,287.7,2025,4,10
TR00000588,CU000416,AC00336,ST001,2024-04-08 14:00:00,Invoice,EUR,0.0,1449.06,2024,4,8
TR00000589,CU000024,AC00209,ST038,2025-02-06 20:00:00,Card,EUR,0.0,906.52,2025,2,6
TR00000590,CU000095,AC00425,ST025,2025-12-25 14:00:00,Invoice,EUR,12.25,312.83,2025,12,25
TR00000591,CU000156,AC00223,ST016,2024-07-14 11:00:00,Card,EUR,15.52,243.51,2024,7,14
TR00000592,CU000143,AC00300,ST032,2024-04-20 21:00:00,Invoice,EUR,12.28,78.65,2024,4,20
TR00000593,CU000207,AC00278,ST030,2025-09-24 05:00:00,Invoice,EUR,1.53,275.01,2025,9,24
TR00000594,CU000471,AC00094,ST040,2025-07-08 13:00:00,Card,EUR,0.0,1327.44,2025,7,8
TR00000595,CU000046,AC00437,ST025,2024-12-08 02:00:00,Card,EUR,0.0,392.38,2024,12,8
TR00000596,CU000010,AC00399,ST035,2025-02-27 13:00:00,Card,EUR,17.11,458.56,2025,2,27
TR00000597,CU000345,AC00191,ST020,2024-09-01 14:00:00,Card,EUR,4.77,773.34,2024,9,1
TR00000598,CU000085,AC00137,ST036,2024-11-03 09:00:00,Invoice,EUR,0.0,1271.1,2024,11,3
TR00000599,CU000436,AC00512,ST031,2025-06-23 16:00:00,Card,EUR,8.64,827.23,2025,6,23
TR00000600,CU000265,AC00279,ST025,2025-11-27 06:00:00,Card,EUR,0.0,1388.54,2025,11,27
TR00000601,CU000251,AC00518,ST003,2024-06-27 06:00:00,Card,EUR,22.72,724.01,2024,6,27
TR00000602,CU000052,AC00359,ST002,2024-12-09 10:00:00,Card,EUR,0.0,1344.66,2024,12,9
TR00000603,CU000284,AC00196,ST015,2025-01-18 09:00:00,Card,EUR,0.0,732.16,2025,1,18
TR00000604,CU000256,AC00529,ST028,2024-12-31 13:00:00,Card,EUR,5.05,645.87,2024,12,31
TR00000605,CU000122,AC00011,ST007,2024-04-04 11:00:00,Card,EUR,12.0,769.09,2024,4,4
TR00000606,CU000251,AC00518,ST029,2025-06-29 11:00:00,Card,EUR,0.0,1022.68,2025,6,29
TR00000607,CU000085,AC00137,ST007,2025-09-23 17:00:00,Card,EUR,0.0,591.9,2025,9,23
TR00000608,CU000088,AC00426,ST021,2024-07-29 03:00:00,Card,EUR,0.0,359.6,2024,7,29
TR00000609,CU000095,AC00425,ST039,2025-12-03 14:00:00,Invoice,EUR,0.84,726.36,2025,12,3
TR00000610,CU000379,AC00402,ST017,2024-06-17 11:00:00,Card,EUR,1.55,86.05,2024,6,17
TR00000611,CU000338,AC00023,ST033,2024-04-06 20:00:00,Invoice,EUR,0.0,198.74,2024,4,6
TR00000612,CU000145,AC00009,ST037,2024-05-16 16:00:00,Card,EUR,4.63,419.29,2024,5,16
TR00000613,CU000317,AC00453,ST010,2024-05-29 14:00:00,Card,EUR,4.41,2.53,2024,5,29
TR00000614,CU000019,AC00451,ST013,2025-11-28 19:00:00,Card,EUR,16.53,1224.26,2025,11,28
TR00000615,CU000267,AC00248,ST001,2025-03-27 08:00:00,Card,EUR,2.82,1053.66,2025,3,27
TR00000616,CU000071,AC00238,ST024,2025-07-23 12:00:00,Card,EUR,9.29,61.68,2025,7,23
TR00000617,CU000209,AC00050,ST021,2024-01-09 01:00:00,Card,EUR,24.17,52.04,2024,1,9
TR00000618,CU000245,AC00168,ST018,2025-05-31 10:00:00,Card,EUR,19.48,156.27,2025,5,31
TR00000619,CU000423,AC00381,ST027,2025-09-11 04:00:00,Card,EUR,19.85,251.64,2025,9,11
TR00000620,CU000031,AC00089,ST029,2025-08-12 17:00:00,Cash,EUR,1.2,384.6,2025,8,12
TR00000621,CU000330,AC00105,ST025,2024-05-26 22:00:00,Card,EUR,12.05,0.0,2024,5,26
TR00000622,CU000257,AC00198,ST019,2025-08-16 09:00:00,Card,EUR,11.3,307.93,2025,8,16
TR00000623,CU000280,AC00053,ST026,2024-09-21 21:00:00,Card,EUR,6.88,0.0,2024,9,21
TR00000624,CU000443,AC00069,ST029,2025-12-06 18:00:00,Card,EUR,0.0,191.82,2025,12,6
TR00000625,CU000152,AC00215,ST004,2024-10-15 07:00:00,Card,EUR,2.39,268.53,2024,10,15
TR00000626,CU000098,AC00473,ST004,2025-07-12 11:00:00,Card,EUR,0.0,0.0,2025,7,12
TR00000627,CU000142,AC00128,ST018,2025-02-15 14:00:00,Invoice,EUR,0.26,1309.02,2025,2,15
TR00000628,CU000017,AC00171,ST009,2025-02-10 05:00:00,Card,EUR,7.82,503.17,2025,2,10
TR00000629,CU000094,AC00461,ST033,2025-07-04 16:00:00,Card,EUR,0.63,987.22,2025,7,4
TR00000630,CU000156,AC00223,ST009,2024-10-15 06:00:00,Card,EUR,0.0,627.41,2024,10,15
TR00000631,CU000228,AC00369,ST033,2024-07-22 00:00:00,Card,EUR,0.0,802.15,2024,7,22
TR00000632,CU000458,AC00397,ST039,2025-07-26 22:00:00,Card,EUR,0.0,319.66,2025,7,26
TR00000633,CU000296,AC00499,ST001,2024-07-14 11:00:00,Card,EUR,0.0,116.97,2024,7,14
TR00000634,CU000153,AC00299,ST026,2024-05-01 15:00:00,Card,EUR,12.1,117.82,2024,5,1
TR00000635,CU000145,AC00009,ST003,2025-11-13 17:00:00,Card,EUR,3.96,735.11,2025,11,13
TR00000636,CU000355,AC00274,ST033,2025-05-23 19:00:00,Card,EUR,0.0,280.15,2025,5,23
TR00000637,CU000072,AC00323,ST032,2024-09-27 15:00:00,Invoice,EUR,2.74,1243.08,2024,9,27
TR00000638,CU000269,AC00548,ST021,2024-01-27 11:00:00,Cash,EUR,0.0,1155.39,2024,1,27
TR00000639,CU000140,AC00261,ST030,2025-09-01 17:00:00,Card,EUR,13.99,169.59,2025,9,1
TR00000640,CU000233,AC00284,ST023,2024-06-06 07:00:00,Card,EUR,2.98,333.11,2024,6,6
TR00000641,CU000198,AC00527,ST027,2025-03-15 19:00:00,Card,EUR,28.92,226.86,2025,3,15
TR00000642,CU000320,AC00417,ST011,2024-02-28 02:00:00,Card,EUR,17.74,1261.22,2024,2,28
TR00000643,CU000228,AC00369,ST023,2024-06-02 04:00:00,Card,EUR,6.04,1123.2,2024,6,2
TR00000644,CU000466,AC00008,ST002,2025-12-25 07:00:00,Invoice,EUR,1.05,1023.82,2025,12,25
TR00000645,CU000009,AC00344,ST019,2025-03-18 16:00:00,Card,EUR,0.0,278.2,2025,3,18
TR00000646,CU000090,AC00333,ST011,2025-09-11 14:00:00,Card,EUR,14.65,550.72,2025,9,11
TR00000647,CU000097,AC00001,ST036,2024-03-28 15:00:00,Card,EUR,0.0,290.76,2024,3,28
TR00000648,CU000143,AC00300,ST036,2024-07-16 06:00:00,Card,EUR,0.0,441.13,2024,7,16
TR00000649,CU000340,AC00210,ST007,2025-10-30 05:00:00,Invoice,EUR,2.28,291.34,2025,10,30
TR00000650,CU000119,AC00357,ST027,2025-03-23 21:00:00,Card,EUR,0.0,658.53,2025,3,23
TR00000651,CU000072,AC00323,ST012,2025-10-11 10:00:00,Card,EUR,8.56,534.0,2025,10,11
TR00000652,CU000336,AC00428,ST023,2025-11-01 19:00:00,Card,EUR,2.49,265.05,2025,11,1
TR00000653,CU000019,AC00451,ST019,2024-02-14 19:00:00,Card,EUR,0.0,0.0,2024,2,14
TR00000654,CU000408,AC00164,ST008,2024-07-04 12:00:00,Card,EUR,0.0,116.05,2024,7,4
TR00000655,CU000033,AC00236,ST004,2025-05-27 10:00:00,Card,EUR,0.0,2081.19,2025,5,27
TR00000656,CU000476,AC00056,ST039,2024-06-28 21:00:00,Card,EUR,9.52,0.0,2024,6,28
TR00000657,CU000178,AC00264,ST015,2024-12-16 12:00:00,Card,EUR,0.0,1261.36,2024,12,16
TR00000658,CU000057,AC00143,ST017,2025-01-29 16:00:00,Invoice,EUR,0.0,326.18,2025,1,29
TR00000659,CU000437,AC00294,ST027,2025-06-12 03:00:00,Card,EUR,14.0,0.0,2025,6,12
TR00000660,CU000025,AC00301,ST004,2025-10-14 20:00:00,Card,EUR,0.13,914.67,2025,10,14
TR00000661,CU000088,AC00426,ST009,2024-06-27 12:00:00,BankTransfer,EUR,14.1,243.93,2024,6,27
TR00000662,CU000249,AC00122,ST034,2024-02-01 15:00:00,Card,EUR,0.0,366.89,2024,2,1
TR00000663,CU000147,AC00452,ST030,2025-07-24 04:00:00,Card,EUR,1.47,451.41,2025,7,24
TR00000664,CU000089,AC00153,ST002,2025-02-28 18:00:00,Card,EUR,29.12,1421.41,2025,2,28
TR00000665,CU000092,AC00413,ST012,2025-04-12 05:00:00,Cash,EUR,0.0,746.08,2025,4,12
TR00000666,CU000206,AC00285,ST009,2026-01-09 13:00:00,Card,EUR,5.84,321.52,2026,1,9
TR00000667,CU000438,AC00466,ST005,2024-07-17 00:00:00,Card,EUR,16.21,288.41,2024,7,17
TR00000668,CU000360,AC00095,ST006,2025-10-23 02:00:00,Card,EUR,14.22,418.2,2025,10,23
TR00000669,CU000129,AC00100,ST002,2025-10-04 02:00:00,Card,EUR,0.0,1143.78,2025,10,4
TR00000670,CU000271,AC00099,ST035,2024-07-14 16:00:00,Card,EUR,16.0,899.01,2024,7,14
TR00000671,CU000384,AC00543,ST001,2025-10-17 03:00:00,Card,EUR,0.0,782.14,2025,10,17
TR00000672,CU000510,AC00295,ST028,2024-01-08 00:00:00,Card,EUR,0.0,523.49,2024,1,8
TR00000673,CU000446,AC00220,ST021,2025-09-26 07:00:00,Card,EUR,12.78,0.0,2025,9,26
TR00000674,CU000230,AC00047,ST017,2024-01-10 08:00:00,Card,EUR,8.06,219.72,2024,1,10
TR00000675,CU000320,AC00417,ST025,2024-03-06 13:00:00,Card,EUR,9.78,0.0,2024,3,6
TR00000676,CU000048,AC00550,ST020,2025-11-09 00:00:00,Card,EUR,4.03,282.94,2025,11,9
TR00000677,CU000182,AC00298,ST010,2024-05-25 21:00:00,BankTransfer,EUR,13.67,149.34,2024,5,25
TR00000678,CU000451,AC00320,ST027,2025-03-14 07:00:00,Card,EUR,0.0,370.83,2025,3,14
TR00000679,CU000225,AC00330,ST020,2024-03-25 23:00:00,Invoice,EUR,0.0,567.68,2024,3,25
TR00000680,CU000393,AC00072,ST002,2025-10-05 09:00:00,Invoice,EUR,0.0,983.82,2025,10,5
TR00000681,CU000110,AC00092,ST040,2024-03-13 15:00:00,Card,EUR,0.0,287.97,2024,3,13
TR00000682,CU000091,AC00513,ST022,2024-06-11 06:00:00,Card,EUR,0.0,64.08,2024,6,11
TR00000683,CU000243,AC00115,ST001,2025-03-12 00:00:00,Card,EUR,8.04,1185.84,2025,3,12
TR00000684,CU000375,AC00342,ST032,2024-03-30 07:00:00,BankTransfer,EUR,20.19,585.82,2024,3,30
TR00000685,CU000210,AC00366,ST020,2024-05-12 13:00:00,Card,EUR,0.0,1088.52,2024,5,12
TR00000686,CU000504,AC00496,ST010,2025-12-29 08:00:00,Cash,EUR,6.3,1219.26,2025,12,29
TR00000687,CU000266,AC00177,ST016,2025-01-06 11:00:00,Card,EUR,10.17,73.05,2025,1,6
TR00000688,CU000359,AC00142,ST036,2025-06-27 06:00:00,BankTransfer,EUR,4.89,375.52,2025,6,27
TR00000689,CU000432,AC00067,ST006,2024-11-18 21:00:00,Card,EUR,3.1,1720.14,2024,11,18
TR00000690,CU000503,AC00514,ST027,2024-08-31 02:00:00,Card,EUR,0.0,163.36,2024,8,31
TR00000691,CU000174,AC00101,ST011,2024-05-21 15:00:00,Card,EUR,14.05,1903.93,2024,5,21
TR00000692,CU000326,AC00289,ST007,2025-10-20 16:00:00,Invoice,EUR,0.0,496.32,2025,10,20
TR00000693,CU000130,AC00324,ST030,2024-04-04 05:00:00,Card,EUR,1.98,144.05,2024,4,4
TR00000694,CU000188,AC00384,ST026,2024-02-11 13:00:00,Invoice,EUR,13.45,496.06,2024,2,11
TR00000695,CU000464,AC00328,ST001,2024-05-13 15:00:00,Invoice,EUR,0.0,245.18,2024,5,13
TR00000696,CU000402,AC00310,ST027,2025-12-13 17:00:00,Card,EUR,26.7,203.97,2025,12,13
TR00000697,CU000397,AC00252,ST023,2024-02-18 02:00:00,Invoice,EUR,0.0,10.68,2024,2,18
TR00000698,CU000410,AC00276,ST010,2025-07-02 13:00:00,Card,EUR,0.0,67.53,2025,7,2
TR00000699,CU000134,AC00145,ST018,2026-01-12 22:00:00,Card,EUR,25.44,193.71,2026,1,12
TR00000700,CU000079,AC00388,ST040,2025-02-09 15:00:00,Card,EUR,6.55,1945.08,2025,2,9
TR00000701,CU000453,AC00241,ST027,2025-09-01 21:00:00,Invoice,EUR,0.0,261.72,2025,9,1
TR00000702,CU000453,AC00241,ST033,2025-09-20 19:00:00,Card,EUR,13.52,267.41,2025,9,20
TR00000703,CU000277,AC00393,ST040,2025-01-08 12:00:00,Card,EUR,21.7,406.42,2025,1,8
TR00000704,CU000301,AC00546,ST031,2024-08-04 19:00:00,Invoice,EUR,0.0,346.75,2024,8,4
TR00000705,CU000479,AC00395,ST006,2025-06-03 06:00:00,Invoice,EUR,12.07,667.9,2025,6,3
TR00000706,CU000164,AC00385,ST038,2024-05-18 08:00:00,Card,EUR,0.0,264.41,2024,5,18
TR00000707,CU000062,AC00082,ST014,2025-12-23 10:00:00,Card,EUR,20.14,96.35,2025,12,23
TR00000708,CU000371,AC00530,ST001,2025-12-14 15:00:00,Card,EUR,19.21,321.24,2025,12,14
TR00000709,CU000038,AC00265,ST027,2024-10-16 08:00:00,Invoice,EUR,0.0,829.17,2024,10,16
TR00000710,CU000112,AC00186,ST033,2024-02-15 03:00:00,Card,EUR,0.0,905.23,2024,2,15
TR00000711,CU000311,AC00318,ST033,2024-12-23 20:00:00,Card,EUR,0.0,687.33,2024,12,23
TR00000712,CU000495,AC00337,ST020,2024-08-31 18:00:00,Card,EUR,7.82,1528.24,2024,8,31
TR00000713,CU000150,AC00176,ST009,2025-06-13 23:00:00,Card,EUR,20.84,1451.72,2025,6,13
TR00000714,CU000241,AC00429,ST021,2024-06-16 11:00:00,Card,EUR,0.0,389.38,2024,6,16
TR00000715,CU000279,AC00052,ST014,2025-02-16 07:00:00,Card,EUR,7.14,935.87,2025,2,16
TR00000716,CU000315,AC00448,ST004,2025-09-13 00:00:00,Invoice,EUR,9.73,1348.07,2025,9,13
TR00000717,CU000315,AC00448,ST027,2025-12-05 13:00:00,Card,EUR,12.74,363.81,2025,12,5
TR00000718,CU000388,AC00272,ST036,2024-04-23 22:00:00,Cash,EUR,21.16,1097.75,2024,4,23
TR00000719,CU000157,AC00536,ST008,2025-02-09 10:00:00,Invoice,EUR,6.27,390.3,2025,2,9
TR00000720,CU000155,AC00440,ST006,2025-03-28 19:00:00,Card,EUR,7.62,504.3,2025,3,28
TR00000721,CU000345,AC00191,ST028,2024-02-21 01:00:00,Invoice,EUR,7.29,0.0,2024,2,21
TR00000722,CU000259,AC00315,ST039,2024-03-15 09:00:00,Card,EUR,3.57,240.18,2024,3,15
TR00000723,CU000365,AC00234,ST011,2025-08-19 08:00:00,Invoice,EUR,13.18,756.32,2025,8,19
TR00000724,CU000366,AC00450,ST017,2025-02-03 13:00:00,Card,EUR,20.51,183.49,2025,2,3
TR00000725,CU000177,AC00211,ST002,2024-03-03 05:00:00,Invoice,EUR,12.05,950.09,2024,3,3
TR00000726,CU000410,AC00276,ST018,2025-08-18 17:00:00,Card,EUR,1.79,417.81,2025,8,18
TR00000727,CU000290,AC00532,ST006,2024-10-05 16:00:00,Card,EUR,5.02,496.31,2024,10,5
TR00000728,CU000127,AC00383,ST007,2025-03-06 21:00:00,Invoice,EUR,5.19,119.55,2025,3,6
TR00000729,CU000505,AC00037,ST013,2025-09-28 02:00:00,Card,EUR,6.2,437.37,2025,9,28
TR00000730,CU000083,AC00266,ST034,2024-01-24 17:00:00,Card,EUR,0.0,545.99,2024,1,24
TR00000731,CU000151,AC00439,ST030,2024-12-01 16:00:00,Cash,EUR,0.0,551.94,2024,12,1
TR00000732,CU000256,AC00529,ST001,2025-08-15 12:00:00,Card,EUR,0.0,503.14,2025,8,15
TR00000733,CU000440,AC00286,ST015,2024-02-04 18:00:00,Card,EUR,20.14,0.0,2024,2,4
TR00000734,CU000315,AC00448,ST015,2025-03-05 10:00:00,Invoice,EUR,0.0,314.84,2025,3,5
TR00000735,CU000346,AC00442,ST038,2024-04-20 21:00:00,Card,EUR,6.92,1104.57,2024,4,20
TR00000736,CU000295,AC00007,ST033,2024-03-13 09:00:00,Invoice,EUR,2.0,555.79,2024,3,13
TR00000737,CU000515,AC00029,ST012,2025-05-28 14:00:00,Card,EUR,7.96,718.69,2025,5,28
TR00000738,CU000067,AC00275,ST034,2024-09-16 11:00:00,Card,EUR,6.87,206.54,2024,9,16
TR00000739,CU000284,AC00196,ST038,2025-04-14 23:00:00,Card,EUR,0.0,1116.19,2025,4,14
TR00000740,CU000430,AC00346,ST035,2025-12-01 20:00:00,Card,EUR,3.38,952.06,2025,12,1
TR00000741,CU000024,AC00209,ST026,2024-03-16 09:00:00,Card,EUR,2.48,571.27,2024,3,16
TR00000742,CU000415,AC00077,ST017,2025-10-01 22:00:00,Card,EUR,10.26,31.3,2025,10,1
TR00000743,CU000019,AC00451,ST023,2025-10-17 12:00:00,Invoice,EUR,0.0,539.38,2025,10,17
TR00000744,CU000101,AC00026,ST007,2025-07-25 18:00:00,Card,EUR,19.0,711.85,2025,7,25
TR00000745,CU000045,AC00040,ST012,2025-11-17 08:00:00,Card,EUR,1.84,393.73,2025,11,17
TR00000746,CU000094,AC00461,ST011,2025-10-13 16:00:00,Cash,EUR,10.54,211.77,2025,10,13
