ContactId,Category,NetAmount
CT000726,Carni,391.85
CT000726,Dispensa,63.92
CT000726,Latticini,477.89
CT000726,Ortofrutta,189.92000000000002
CT000726,Pesce,592.26
CT000726,Surgelati,70.68
CT000726,Vino,693.49
CT000727,Bevande,170.79
CT000727,Carni,361.98
CT000727,Latticini,269.49
CT000727,Ortofrutta,548.86
CT000727,Pesce,117.75
CT000727,Surgelati,66.81
CT000727,Vino,1172.38
CT000728,Bevande,320.51
CT000728,Carni,776.8299999999999
CT000728,Dispensa,660.36
CT000728,Latticini,634.65
CT000728,Ortofrutta,1198.9
CT000728,Pesce,758.48
CT000728,Surgelati,38.12
CT000728,Vino,64.23
CT000729,Bevande,876.0999999999999
CT000729,Dispensa,459.82
CT000729,Latticini,398.88
CT000729,Ortofrutta,1077.09
CT000729,Pesce,335.0
CT000729,Surgelati,32.96
CT000729,Vino,327.49
CT000730,Bevande,808.5699999999999
CT000730,Carni,859.97
CT000730,Ortofrutta,330.67
CT000730,Pesce,347.49
CT000730,Vino,1117.88
CT000731,Bevande,750.26
CT000731,Carni,1021.5899999999999
CT000731,Dispensa,379.14
CT000731,Latticini,37.49
CT000731,Ortofrutta,615.77
CT000731,Pesce,30.97
CT000731,Surgelati,276.40999999999997
CT000731,Vino,1021.8299999999999
CT000732,Bevande,2293.19
CT000732,Carni,2286.71
CT000732,Dispensa,1671.02
CT000732,Latticini,1471.64
CT000732,Ortofrutta,450.79
CT000732,Pesce,290.5
CT000732,Surgelati,389.83000000000004
CT000732,Vino,1102.97
CT000733,Bevande,652.9300000000001
CT000733,Carni,390.33
CT000733,Dispensa,540.3900000000001
CT000733,Latticini,996.78
CT000733,Ortofrutta,118.77
CT000733,Pesce,406.26000000000005
CT000733,Vino,834.3499999999999
CT000734,Bevande,485.15999999999997
CT000734,Carni,156.94
CT000734,Ortofrutta,444.88
CT000734,Pesce,499.87
CT000734,Surgelati,642.87
CT000734,Vino,1237.93
CT000735,Bevande,1330.08
CT000735,Carni,1852.2
CT000735,Dispensa,196.55
CT000735,Latticini,177.25
CT000735,Ortofrutta,1035.1
CT000735,Pesce,554.61
CT000735,Surgelati,1132.4
CT000735,Vino,1941.33
CT000736,Bevande,755.25
CT000736,Carni,205.67
CT000736,Dispensa,272.70000000000005
CT000736,Latticini,390.28000000000003
CT000736,Ortofrutta,1273.24
CT000736,Pesce,567.15
CT000736,Surgelati,373.07
CT000736,Vino,1187.82
CT000737,Bevande,448.53
CT000737,Carni,100.8
CT000737,Latticini,435.33
CT000737,Ortofrutta,1355.45
CT000737,Pesce,681.2
CT000737,Surgelati,109.23
CT000737,Vino,507.91
CT000738,Carni,571.05
CT000738,Latticini,65.61
CT000738,Ortofrutta,273.05
CT000738,Vino,523.18
CT000739,Bevande,2375.0699999999997
CT000739,Carni,1139.6
CT000739,Dispensa,988.25
CT000739,Latticini,1466.91
CT000739,Ortofrutta,459.16999999999996
CT000739,Pesce,271.34
CT000739,Surgelati,139.59
CT000740,Bevande,266.58000000000004
CT000740,Latticini,550.26
CT000740,Ortofrutta,23.72
CT000740,Pesce,405.79
CT000740,Surgelati,464.63
CT000740,Vino,1651.1100000000001
CT000741,Vino,199.27
CT000742,Dispensa,369.77
CT000742,Vino,19.81
CT000743,Carni,144.47
CT000743,Pesce,260.32
CT000743,Vino,987.75
CT000744,Bevande,12.67
CT000744,Carni,71.24
CT000744,Dispensa,361.71
CT000744,Latticini,367.99
CT000744,Ortofrutta,524.86
CT000744,Pesce,341.43
CT000744,Surgelati,420.29
CT000744,Vino,570.99
CT000745,Bevande,652.02
CT000745,Carni,83.06
CT000745,Dispensa,863.4300000000001
CT000745,Latticini,910.96
CT000745,Ortofrutta,423.15
CT000745,Surgelati,323.91
CT000745,Vino,1247.22
CT000746,Bevande,546.09
CT000746,Carni,390.58
CT000746,Dispensa,99.42
CT000746,Latticini,1193.91
CT000746,Ortofrutta,81.63
CT000746,Pesce,980.35
CT000746,Surgelati,136.27
CT000746,Vino,1220.73
CT000747,Bevande,510.40999999999997
CT000747,Dispensa,276.46
CT000747,Pesce,124.31
CT000747,Vino,684.5799999999999
CT000748,Bevande,367.24
CT000748,Carni,318.51
CT000748,Dispensa,603.86
CT000748,Latticini,1382.4899999999998
CT000748,Ortofrutta,152.66
CT000748,Pesce,756.53
CT000748,Surgelati,292.92
CT000748,Vino,614.3399999999999
CT000749,Bevande,412.39
CT000749,Carni,1145.45
CT000749,Ortofrutta,1403.36
CT000749,Pesce,111.60000000000001
CT000749,Vino,590.42
CT000750,Surgelati,230.96
CT000751,Carni,398.9
CT000751,Ortofrutta,114.99
CT000752,Carni,47.63
CT000752,Latticini,78.01
CT000752,Pesce,549.93
CT000752,Surgelati,359.62
CT000752,Vino,207.84
CT000753,Bevande,1605.09
CT000753,Carni,1064.55
CT000753,Dispensa,283.39
CT000753,Latticini,93.94
CT000753,Ortofrutta,763.0899999999999
CT000753,Pesce,1150.28
CT000753,Surgelati,574.29
CT000753,Vino,1003.8100000000001
CT000754,Bevande,495.8
CT000754,Carni,537.75
CT000754,Dispensa,82.39
CT000754,Latticini,43.91
CT000754,Ortofrutta,28.26
CT000754,Pesce,183.79
CT000754,Surgelati,561.81
CT000754,Vino,1073.88
CT000755,Bevande,511.68
CT000755,Carni,153.83
CT000755,Dispensa,55.0
CT000755,Latticini,493.46
CT000755,Ortofrutta,684.78
CT000755,Pesce,584.44
CT000755,Surgelati,252.10000000000002
CT000755,Vino,530.24
CT000756,Bevande,24.78
CT000756,Carni,272.02
CT000756,Dispensa,482.79
CT000756,Ortofrutta,118.63
CT000756,Vino,228.75
CT000757,Bevande,750.97
CT000757,Dispensa,242.36
CT000757,Latticini,458.89
CT000757,Ortofrutta,414.86
CT000757,Surgelati,642.7
CT000757,Vino,1254.18
CT000758,Bevande,360.17
CT000758,Carni,1137.0
CT000758,Ortofrutta,401.4
CT000758,Pesce,315.52
CT000758,Surgelati,151.55
CT000758,Vino,1058.76
CT000759,Carni,40.94
CT000759,Dispensa,76.94
CT000759,Latticini,79.54
CT000759,Ortofrutta,188.0
CT000759,Pesce,347.96000000000004
CT000759,Vino,574.46
CT000760,Bevande,2162.13
CT000760,Carni,965.97
CT000760,Dispensa,787.23
CT000760,Latticini,847.8399999999999
CT000760,Ortofrutta,441.9
CT000760,Pesce,949.0
CT000760,Surgelati,172.35000000000002
CT000760,Vino,449.79
CT000761,Bevande,1413.15
CT000761,Carni,488.81
CT000761,Dispensa,789.57
CT000761,Latticini,1248.4899999999998
CT000761,Ortofrutta,1088.49
CT000761,Pesce,1731.07
CT000761,Surgelati,586.85
CT000761,Vino,2372.43
CT000762,Bevande,459.59000000000003
CT000762,Carni,204.71
CT000762,Dispensa,841.54
CT000762,Latticini,342.03
CT000762,Ortofrutta,286.46
CT000762,Pesce,50.15
CT000762,Vino,419.28
CT000763,Dispensa,5.57
CT000763,Latticini,55.39
CT000763,Ortofrutta,281.11
CT000763,Vino,1056.93
CT000764,Bevande,552.7
CT000764,Carni,64.29
CT000764,Dispensa,388.96
CT000764,Latticini,577.88
CT000764,Ortofrutta,375.98
CT000764,Pesce,64.31
CT000764,Surgelati,958.16
CT000764,Vino,287.26
CT000765,Bevande,304.41
CT000765,Dispensa,466.75
CT000765,Ortofrutta,139.89
CT000765,Surgelati,353.9
CT000765,Vino,1120.33
CT000766,Bevande,511.90000000000003
CT000766,Carni,766.54
CT000766,Dispensa,431.36
CT000766,Latticini,839.16
CT000766,Ortofrutta,742.01
CT000766,Pesce,1071.26
CT000767,Ortofrutta,130.78
CT000767,Pesce,384.26
CT000767,Vino,852.8399999999999
CT000768,Bevande,27.03
CT000768,Carni,533.35
CT000768,Dispensa,348.65999999999997
CT000768,Latticini,415.65
CT000768,Ortofrutta,768.14
CT000768,Pesce,377.29
CT000768,Surgelati,989.4300000000001
CT000768,Vino,851.55
CT000769,Bevande,353.85
CT000769,Vino,130.98000000000002
CT000770,Bevande,857.8399999999999
CT000770,Carni,905.5699999999999
CT000770,Dispensa,282.65
CT000770,Latticini,933.68
CT000770,Ortofrutta,90.4
CT000770,Pesce,602.94
CT000770,Surgelati,201.44
CT000770,Vino,1067.2
CT000771,Bevande,77.1
CT000771,Carni,331.67
CT000771,Dispensa,586.21
CT000771,Latticini,279.65
CT000771,Pesce,142.64
CT000772,Bevande,430.59
CT000772,Carni,24.81
CT000772,Dispensa,58.93000000000001
CT000772,Latticini,255.27
CT000772,Surgelati,151.45999999999998
CT000772,Vino,970.97
CT000773,Bevande,77.85
CT000773,Carni,2646.34
CT000773,Dispensa,278.56
CT000773,Latticini,859.44
CT000773,Ortofrutta,590.21
CT000773,Pesce,698.18
CT000773,Surgelati,150.34
CT000773,Vino,739.63
CT000774,Bevande,103.46
CT000774,Carni,480.72
CT000775,Bevande,1056.28
CT000775,Carni,69.14
CT000775,Dispensa,77.25999999999999
CT000775,Latticini,761.23
CT000775,Ortofrutta,529.64
CT000775,Pesce,408.61
CT000775,Surgelati,133.89000000000001
CT000775,Vino,1048.3
CT000776,Bevande,279.91999999999996
CT000776,Carni,83.42
CT000776,Dispensa,436.11
CT000776,Latticini,112.53
CT000776,Ortofrutta,311.63
CT000776,Pesce,111.99
CT000776,Surgelati,391.88
CT000776,Vino,556.4
CT000777,Bevande,406.04
CT000777,Carni,42.78
CT000777,Dispensa,53.4
CT000777,Latticini,65.25
CT000777,Pesce,137.83
CT000777,Vino,161.33
CT000778,Bevande,280.77
CT000778,Carni,354.51
CT000778,Dispensa,120.89
CT000778,Latticini,928.5600000000001
CT000778,Ortofrutta,782.04
CT000778,Pesce,95.77
CT000778,Surgelati,131.28
CT000778,Vino,245.88
CT000779,Bevande,582.64
CT000779,Carni,722.87
CT000779,Latticini,448.08000000000004
CT000779,Ortofrutta,498.4
CT000779,Pesce,198.98000000000002
CT000779,Surgelati,157.72
CT000779,Vino,1669.1000000000001
CT000780,Bevande,228.4
CT000780,Carni,399.45
CT000780,Dispensa,313.89
CT000780,Latticini,721.3599999999999
CT000780,Vino,700.03
CT000781,Bevande,492.15999999999997
CT000781,Carni,93.92999999999999
CT000781,Dispensa,131.98000000000002
CT000781,Latticini,599.22
CT000781,Ortofrutta,886.65
CT000781,Pesce,192.68
CT000781,Surgelati,457.77
CT000781,Vino,189.44
CT000782,Bevande,188.86
CT000782,Carni,572.0
CT000782,Latticini,528.6500000000001
CT000782,Pesce,21.83
CT000782,Surgelati,73.25
CT000782,Vino,169.34
CT000783,Dispensa,422.69
CT000783,Latticini,656.5
CT000783,Ortofrutta,118.19999999999999
CT000783,Pesce,644.34
CT000783,Surgelati,422.97
CT000783,Vino,1319.83
CT000784,Bevande,24.8
CT000784,Latticini,320.93
CT000785,Bevande,299.07
CT000785,Carni,203.7
CT000785,Dispensa,852.55
CT000785,Ortofrutta,236.58
CT000785,Pesce,435.49
CT000785,Surgelati,366.04
CT000785,Vino,650.98
CT000786,Bevande,127.25999999999999
CT000786,Carni,608.75
CT000786,Dispensa,150.13
CT000786,Latticini,185.51999999999998
CT000786,Ortofrutta,523.89
CT000786,Pesce,207.37
CT000786,Surgelati,132.45
CT000786,Vino,1082.1100000000001
CT000787,Bevande,1026.17
CT000787,Carni,570.1
CT000787,Dispensa,67.96
CT000787,Latticini,242.92000000000002
CT000787,Pesce,878.84
CT000787,Surgelati,308.66
CT000787,Vino,925.06
CT000788,Bevande,590.0699999999999
CT000788,Dispensa,210.03
CT000788,Latticini,144.86
CT000788,Ortofrutta,5.98
CT000788,Surgelati,108.44
CT000788,Vino,1275.81
CT000789,Bevande,437.58
CT000789,Carni,788.94
CT000789,Dispensa,247.38
CT000789,Ortofrutta,423.87
CT000789,Pesce,776.76
CT000789,Surgelati,499.37
CT000789,Vino,671.34
CT000790,Carni,136.82999999999998
CT000790,Dispensa,44.31
CT000790,Latticini,727.73
CT000790,Ortofrutta,454.63
CT000790,Pesce,105.88
CT000790,Vino,522.34
CT000791,Bevande,817.51
CT000791,Carni,746.72
CT000791,Dispensa,1540.54
CT000791,Latticini,879.46
CT000791,Ortofrutta,277.36
CT000791,Pesce,724.47
CT000791,Surgelati,427.96999999999997
CT000791,Vino,1987.29
CT000792,Bevande,233.76
CT000792,Carni,175.3
CT000792,Dispensa,1319.88
CT000792,Latticini,786.84
CT000792,Ortofrutta,1703.77
CT000792,Pesce,305.34
CT000792,Vino,928.65
CT000793,Carni,602.04
CT000793,Dispensa,669.72
CT000793,Latticini,190.68
CT000793,Ortofrutta,127.05
CT000793,Pesce,46.07
CT000793,Vino,1142.22
CT000794,Bevande,47.55
CT000794,Carni,1169.26
CT000794,Dispensa,688.52
CT000794,Latticini,1332.21
CT000794,Ortofrutta,1075.8
CT000794,Pesce,183.54
CT000794,Surgelati,224.88
CT000794,Vino,1422.63
CT000795,Carni,272.9
CT000795,Pesce,196.22
CT000795,Vino,687.99
CT000796,Bevande,380.4
CT000796,Dispensa,97.55
CT000796,Latticini,421.12
CT000796,Ortofrutta,137.9
CT000796,Pesce,490.42999999999995
CT000797,Bevande,737.15
CT000797,Carni,934.33
CT000797,Dispensa,95.82
CT000797,Ortofrutta,312.26
CT000797,Surgelati,1021.3199999999999
CT000797,Vino,1160.47
CT000798,Bevande,1264.84
CT000798,Carni,513.56
CT000798,Dispensa,70.76
CT000798,Latticini,36.23
CT000798,Ortofrutta,713.72
CT000798,Pesce,107.86
CT000798,Surgelati,916.94
CT000799,Ortofrutta,282.97
CT000799,Surgelati,446.61
CT000800,Bevande,276.65
CT000800,Dispensa,174.94
CT000800,Latticini,48.78
CT000800,Ortofrutta,209.71
CT000800,Pesce,212.39000000000001
CT000800,Vino,314.18
CT000801,Bevande,950.19
CT000801,Carni,82.7
CT000801,Dispensa,367.46000000000004
CT000801,Latticini,1273.99
CT000801,Ortofrutta,409.38
CT000801,Pesce,738.54
CT000801,Vino,1016.94
CT000802,Bevande,573.65
CT000802,Latticini,412.11
CT000802,Pesce,38.32
CT000802,Vino,88.27
CT000803,Bevande,203.41
CT000803,Latticini,329.73
CT000803,Ortofrutta,106.24
CT000803,Vino,49.63
CT000804,Bevande,799.63
CT000804,Carni,666.1600000000001
CT000804,Dispensa,418.47
CT000804,Latticini,440.47
CT000804,Ortofrutta,451.47
CT000804,Pesce,510.59
CT000804,Surgelati,316.0
CT000805,Bevande,609.76
CT000805,Pesce,173.68
CT000806,Bevande,401.6
CT000806,Carni,707.4
CT000806,Dispensa,101.36
CT000806,Latticini,779.0899999999999
CT000806,Ortofrutta,125.91
CT000806,Pesce,315.8
CT000806,Vino,1147.45
CT000807,Bevande,770.73
CT000807,Carni,928.5
CT000807,Latticini,208.57
CT000807,Ortofrutta,368.45
CT000807,Pesce,375.03
CT000807,Vino,786.52
CT000808,Carni,461.11
CT000808,Dispensa,182.52
CT000808,Latticini,211.04
CT000808,Pesce,179.16
CT000808,Surgelati,456.35
CT000808,Vino,1164.93
CT000809,Bevande,343.5
CT000809,Dispensa,234.02
CT000809,Pesce,293.3
CT000809,Surgelati,234.78
CT000809,Vino,1081.42
CT000810,Bevande,1291.04
CT000810,Carni,511.96
CT000810,Dispensa,930.38
CT000810,Ortofrutta,602.88
CT000810,Surgelati,434.78
CT000810,Vino,998.5
CT000811,Bevande,881.07
CT000811,Carni,918.04
CT000811,Dispensa,247.08
CT000811,Latticini,1339.37
CT000811,Ortofrutta,500.87
CT000811,Pesce,121.4
CT000811,Surgelati,584.66
CT000811,Vino,679.34
CT000812,Bevande,1018.96
CT000812,Carni,260.12
CT000812,Latticini,53.38
CT000812,Ortofrutta,312.03999999999996
CT000812,Pesce,588.13
CT000812,Surgelati,668.24
CT000812,Vino,66.14
CT000813,Bevande,2310.61
CT000813,Carni,758.04
CT000813,Dispensa,333.20000000000005
CT000813,Latticini,855.11
CT000813,Ortofrutta,620.76
CT000813,Pesce,371.6
CT000813,Vino,866.48
CT000814,Bevande,727.95
CT000814,Dispensa,387.06
CT000814,Ortofrutta,227.86999999999998
CT000814,Pesce,287.34000000000003
CT000814,Surgelati,425.52
CT000814,Vino,430.0
CT000815,Bevande,579.3
CT000815,Carni,158.64999999999998
CT000815,Latticini,428.1
CT000815,Ortofrutta,1042.07
CT000815,Pesce,98.56
CT000815,Surgelati,9.28
CT000816,Bevande,158.21
CT000816,Carni,912.91
CT000816,Latticini,241.32
CT000816,Ortofrutta,150.64
CT000816,Pesce,912.48
CT000816,Surgelati,144.57999999999998
CT000816,Vino,159.98
CT000817,Bevande,871.86
CT000817,Carni,470.2
CT000817,Dispensa,2.26
CT000817,Latticini,636.52
CT000817,Ortofrutta,633.95
CT000817,Pesce,495.83
CT000817,Surgelati,39.25
CT000817,Vino,1085.3600000000001
CT000818,Bevande,160.94
CT000818,Dispensa,339.51
CT000818,Latticini,17.98
CT000818,Ortofrutta,382.28
CT000818,Vino,668.11
CT000819,Bevande,416.18
CT000819,Ortofrutta,80.3
CT000819,Pesce,284.99
CT000819,Surgelati,86.72
CT000819,Vino,281.17
CT000820,Bevande,682.09
CT000820,Dispensa,207.88
CT000820,Latticini,439.57
CT000820,Ortofrutta,108.14000000000001
CT000820,Surgelati,116.89
CT000820,Vino,318.01
CT000821,Bevande,1838.79
CT000821,Carni,1301.6200000000001
CT000821,Dispensa,567.78
CT000821,Latticini,2047.3500000000001
CT000821,Ortofrutta,647.5
CT000821,Pesce,563.3
CT000821,Surgelati,167.87
CT000821,Vino,2668.77
CT000822,Bevande,2206.47
CT000822,Carni,810.41
CT000822,Dispensa,654.3100000000001
CT000822,Latticini,101.89
CT000822,Ortofrutta,787.2099999999999
CT000822,Pesce,823.23
CT000822,Surgelati,32.44
CT000822,Vino,987.0699999999999
CT000823,Bevande,762.94
CT000823,Carni,273.12
CT000823,Dispensa,168.24
CT000823,Latticini,399.57
CT000823,Ortofrutta,950.46
CT000823,Pesce,255.99
CT000823,Vino,188.07000000000002
CT000824,Bevande,196.25
CT000824,Carni,90.97999999999999
CT000824,Dispensa,15.94
CT000824,Latticini,235.38
CT000824,Pesce,330.23
CT000824,Vino,671.36
CT000825,Bevande,332.53
CT000825,Carni,683.26
CT000825,Dispensa,576.05
CT000825,Latticini,488.57
CT000825,Ortofrutta,868.74
CT000825,Pesce,211.76
CT000825,Vino,336.26
CT000826,Bevande,2026.04
CT000826,Carni,1020.52
CT000826,Dispensa,1060.6
CT000826,Latticini,1329.66
CT000826,Ortofrutta,1283.6
CT000826,Pesce,959.46
CT000826,Vino,1469.08
CT000827,Dispensa,597.5999999999999
CT000827,Latticini,662.13
CT000827,Surgelati,407.71
CT000827,Vino,130.34
CT000828,Carni,496.04999999999995
CT000828,Dispensa,954.66
CT000828,Latticini,120.36
CT000828,Ortofrutta,576.9300000000001
CT000828,Pesce,193.21
CT000828,Surgelati,156.51999999999998
CT000828,Vino,299.8
CT000829,Bevande,496.77
CT000829,Carni,1493.4699999999998
CT000829,Dispensa,253.36
CT000829,Latticini,654.86
CT000829,Ortofrutta,1555.55
CT000829,Pesce,649.4499999999999
CT000829,Surgelati,461.0
CT000829,Vino,1966.87
CT000830,Bevande,726.4200000000001
CT000830,Dispensa,612.77
CT000830,Latticini,89.47
CT000830,Ortofrutta,297.39
CT000830,Pesce,312.55
CT000830,Vino,127.76
CT000831,Bevande,336.03
CT000831,Carni,381.88000000000005
CT000831,Latticini,268.11
CT000831,Ortofrutta,824.9200000000001
CT000831,Pesce,1065.6299999999999
CT000831,Surgelati,495.71
CT000831,Vino,518.04
CT000832,Bevande,1082.37
CT000832,Carni,1063.3899999999999
CT000832,Dispensa,226.88
CT000832,Latticini,1683.13
CT000832,Ortofrutta,640.98
CT000832,Pesce,470.42
CT000832,Surgelati,306.32
CT000832,Vino,545.88
CT000833,Bevande,780.67
CT000833,Carni,54.58
CT000833,Ortofrutta,85.48
CT000833,Pesce,349.56
CT000834,Bevande,74.06
CT000834,Carni,212.98
CT000834,Dispensa,34.24
CT000834,Latticini,224.09
CT000834,Ortofrutta,836.71
CT000834,Surgelati,166.16
CT000834,Vino,1112.9499999999998
CT000835,Bevande,585.88
CT000835,Carni,206.06
CT000835,Dispensa,497.96000000000004
CT000835,Latticini,140.24
CT000835,Ortofrutta,339.68
CT000835,Vino,498.0
CT000836,Bevande,203.24
CT000836,Carni,73.05
CT000836,Dispensa,16.55
CT000836,Ortofrutta,51.37
CT000836,Pesce,221.91
CT000836,Surgelati,59.86
CT000836,Vino,201.22
CT000837,Bevande,457.72
CT000837,Carni,506.16999999999996
CT000837,Latticini,265.19
CT000837,Ortofrutta,136.52
CT000837,Pesce,397.5
CT000837,Vino,1548.72
CT000838,Bevande,2658.7999999999997
CT000838,Carni,993.31
CT000838,Dispensa,492.64
CT000838,Latticini,737.0500000000001
CT000838,Ortofrutta,2417.63
CT000838,Pesce,465.21000000000004
CT000838,Surgelati,578.46
CT000838,Vino,1261.52
CT000839,Bevande,1062.77
CT000839,Carni,138.38
CT000839,Dispensa,526.74
CT000839,Latticini,355.1
CT000839,Ortofrutta,345.98
CT000839,Pesce,259.61
CT000839,Surgelati,119.23
CT000839,Vino,1057.28
CT000840,Bevande,130.16
CT000840,Carni,283.47
CT000840,Dispensa,56.5
CT000840,Ortofrutta,87.69999999999999
CT000840,Pesce,219.04
CT000840,Surgelati,523.14
CT000840,Vino,209.18
CT000841,Bevande,228.91
CT000841,Carni,1166.45
CT000841,Dispensa,11.31
CT000841,Latticini,305.26
CT000841,Ortofrutta,198.14
CT000841,Pesce,448.76
CT000841,Surgelati,436.46999999999997
CT000841,Vino,999.53
CT000842,Bevande,222.82999999999998
CT000842,Carni,131.94
CT000842,Latticini,30.21
CT000842,Pesce,103.68
CT000842,Surgelati,111.25
CT000842,Vino,524.54
CT000843,Bevande,150.53
CT000843,Carni,122.65
CT000843,Latticini,191.88
CT000843,Ortofrutta,54.58
CT000843,Vino,255.34
CT000844,Bevande,12.05
CT000844,Carni,97.22
CT000844,Dispensa,3.16
CT000844,Latticini,172.74
CT000844,Vino,5.03
CT000845,Bevande,739.22
CT000845,Carni,1060.21
CT000845,Dispensa,239.97000000000003
CT000845,Latticini,203.83
CT000845,Ortofrutta,256.63
CT000845,Pesce,32.3
CT000845,Vino,388.66
CT000846,Bevande,431.28
CT000846,Carni,393.48
CT000846,Dispensa,703.33
CT000846,Latticini,953.1800000000001
CT000846,Ortofrutta,613.51
CT000846,Pesce,337.17
CT000846,Surgelati,237.81
CT000846,Vino,98.49
CT000847,Bevande,1187.3
CT000847,Carni,585.81
CT000847,Dispensa,589.48
CT000847,Latticini,185.57999999999998
CT000847,Ortofrutta,185.39
CT000847,Pesce,1444.96
CT000847,Surgelati,197.82
CT000848,Bevande,26.06
CT000848,Carni,705.02
CT000848,Dispensa,66.05
CT000848,Latticini,113.03999999999999
CT000848,Ortofrutta,972.72
CT000848,Pesce,774.67
CT000848,Surgelati,182.13
CT000848,Vino,1317.1100000000001
CT000850,Dispensa,157.67
CT000850,Surgelati,81.58
CT000850,Vino,58.44
CT000851,Bevande,675.09
CT000851,Ortofrutta,126.81
CT000851,Pesce,123.02
CT000851,Surgelati,224.7
CT000851,Vino,716.43
CT000852,Bevande,156.37
CT000852,Carni,169.23000000000002
CT000852,Latticini,332.65999999999997
CT000852,Ortofrutta,691.56
CT000852,Pesce,146.49
CT000852,Surgelati,244.44
CT000852,Vino,184.31
CT000853,Bevande,334.98
CT000853,Carni,165.5
CT000853,Dispensa,163.82
CT000853,Latticini,890.5600000000001
CT000853,Ortofrutta,1485.88
CT000853,Pesce,315.71
CT000853,Vino,1602.8200000000002
CT000854,Bevande,794.6700000000001
CT000854,Carni,378.77000000000004
CT000854,Dispensa,17.24
CT000854,Latticini,121.96
CT000854,Ortofrutta,138.51
CT000854,Pesce,216.41
CT000854,Surgelati,950.8399999999999
CT000854,Vino,759.12
CT000855,Bevande,545.8
CT000855,Carni,1217.79
CT000855,Dispensa,244.41
CT000855,Latticini,73.26
CT000855,Ortofrutta,229.76
CT000855,Pesce,357.35
CT000855,Surgelati,535.71
CT000855,Vino,1035.71
CT000856,Bevande,105.55
CT000856,Carni,933.8900000000001
CT000856,Latticini,650.28
CT000856,Ortofrutta,951.77
CT000856,Vino,333.43
CT000857,Bevande,499.27000000000004
CT000857,Carni,762.92
CT000857,Dispensa,456.12
CT000857,Latticini,1407.28
CT000857,Ortofrutta,280.13
CT000857,Pesce,578.34
CT000857,Surgelati,109.96
CT000857,Vino,1578.43
CT000858,Bevande,15.39
CT000858,Carni,432.02
CT000858,Dispensa,67.68
CT000858,Ortofrutta,296.72
CT000858,Pesce,100.05
CT000858,Surgelati,457.18
CT000858,Vino,1057.89
CT000859,Bevande,326.53
CT000859,Latticini,615.4200000000001
CT000859,Ortofrutta,287.40999999999997
CT000859,Surgelati,573.8
CT000859,Vino,1113.1100000000001
CT000860,Bevande,1150.08
CT000860,Carni,583.0
CT000860,Dispensa,580.24
CT000860,Latticini,245.23
CT000860,Ortofrutta,1725.1
CT000860,Pesce,1205.58
CT000860,Surgelati,798.37
CT000860,Vino,3072.55
CT000861,Bevande,88.73
CT000861,Dispensa,201.19
CT000861,Latticini,650.55
CT000861,Pesce,473.64
CT000861,Surgelati,134.21
CT000861,Vino,1555.19
CT000862,Bevande,1747.24
CT000862,Carni,648.95
CT000862,Dispensa,235.29999999999998
CT000862,Latticini,394.9
CT000862,Ortofrutta,1497.71
CT000862,Surgelati,522.0799999999999
CT000862,Vino,42.91
CT000863,Bevande,1395.83
CT000863,Carni,242.29000000000002
CT000863,Dispensa,205.5
CT000863,Latticini,15.53
CT000863,Ortofrutta,829.21
CT000863,Pesce,402.1
CT000863,Surgelati,167.43
CT000863,Vino,1092.61
CT000864,Bevande,86.00999999999999
CT000864,Carni,435.57
CT000864,Dispensa,397.96
CT000864,Latticini,478.35
CT000864,Pesce,688.9
CT000864,Surgelati,142.22
CT000864,Vino,407.36
CT000865,Bevande,102.74
CT000865,Latticini,91.62
CT000865,Ortofrutta,747.43
CT000865,Vino,131.17000000000002
CT000866,Bevande,407.61
CT000866,Carni,304.97
CT000866,Latticini,533.25
CT000866,Ortofrutta,253.75
CT000866,Pesce,133.01
CT000866,Vino,136.05
CT000867,Bevande,1471.49
CT000867,Carni,858.9399999999999
CT000867,Dispensa,49.86
CT000867,Latticini,90.54
CT000867,Ortofrutta,781.55
CT000867,Surgelati,647.01
CT000867,Vino,1502.72
CT000868,Bevande,356.92
CT000868,Carni,274.9
CT000868,Dispensa,521.58
CT000868,Latticini,158.92
CT000868,Ortofrutta,206.31
CT000868,Pesce,117.3
CT000868,Surgelati,79.68
CT000868,Vino,456.69
CT000869,Bevande,814.4300000000001
CT000869,Carni,348.02
CT000869,Dispensa,1228.5
CT000869,Ortofrutta,369.27
CT000869,Pesce,1203.36
CT000869,Surgelati,911.3799999999999
CT000869,Vino,493.98
CT000870,Bevande,882.09
CT000870,Carni,464.44
CT000870,Dispensa,519.08
CT000870,Latticini,268.57
CT000870,Ortofrutta,643.55
CT000870,Pesce,657.8
CT000870,Vino,562.79
CT000871,Bevande,353.96000000000004
CT000871,Carni,787.07
CT000871,Dispensa,255.52
CT000871,Latticini,558.84
CT000871,Ortofrutta,444.89
CT000871,Pesce,295.37
CT000871,Surgelati,112.07
CT000871,Vino,416.2
CT000873,Bevande,170.70999999999998
CT000873,Carni,656.74
CT000873,Dispensa,263.77
CT000873,Latticini,82.9
CT000873,Ortofrutta,439.9
CT000873,Pesce,35.51
CT000873,Surgelati,341.35
CT000873,Vino,296.81
CT000874,Bevande,83.64
CT000874,Dispensa,89.57
CT000874,Latticini,15.66
CT000874,Ortofrutta,262.62
CT000874,Vino,258.91
CT000875,Bevande,131.47
CT000875,Carni,1723.75
CT000875,Dispensa,758.38
CT000875,Latticini,1899.58
CT000875,Ortofrutta,1066.79
CT000875,Pesce,243.58
