TransactionId,TransactionDateTime,StoreId,Currency,PaymentMethod,DiscountEUR,CustomerId,AccountId,ContactId,AnonymousShopperId,TotalNetAmountEUR,Year,Month,Day
TR00001113,2025-02-28 18:00:00,ST028,EUR,Card,11.63,,,,AN000654,574.49,2025,2,28
TR00001114,2025-06-29 03:00:00,ST030,EUR,Card,14.44,,,,AN000260,52.47,2025,6,29
TR00001115,2025-01-23 20:00:00,ST017,EUR,Card,15.21,CU000544,AC00087,,,365.17,2025,1,23
TR00001116,2024-02-08 05:00:00,ST008,EUR,Card,0.0,,,,AN000728,282.88,2024,2,8
TR00001117,2024-06-03 16:00:00,ST028,EUR,Card,4.7,CU000298,AC00364,,,1118.61,2024,6,3
TR00001118,2025-05-07 04:00:00,ST020,EUR,Card,6.23,CU000520,AC00559,,,2165.02,2025,5,7
TR00001119,2024-08-11 09:00:00,ST031,EUR,Cash,27.74,,,,AN000126,0.0,2024,8,11
TR00001120,2024-11-07 09:00:00,ST031,EUR,Card,0.0,,,,AN000123,661.74,2024,11,7
TR00001121,2024-12-12 01:00:00,ST005,EUR,Card,0.0,CU000501,AC00405,CO000090,,71.89,2024,12,12
TR00001122,2025-03-26 03:00:00,ST025,EUR,Invoice,7.53,CU000495,AC00345,,,563.95,2025,3,26
TR00001123,2024-07-02 00:00:00,ST029,EUR,Card,0.0,CU000005,AC00140,CO000861,,222.35,2024,7,2
TR00001124,2025-10-05 16:00:00,ST029,EUR,Invoice,3.22,CU000229,AC00543,CO000971,,108.16,2025,10,5
TR00001125,2025-02-05 00:00:00,ST038,EUR,Card,0.0,,,,AN000120,1813.35,2025,2,5
TR00001126,2024-01-06 10:00:00,ST024,EUR,Invoice,1.04,CU000413,AC00193,CO000745,,346.85,2024,1,6
TR00001127,2025-12-13 03:00:00,ST035,EUR,Card,20.1,CU000222,AC00463,CO000441,,1272.97,2025,12,13
TR00001128,2025-07-01 09:00:00,ST036,EUR,Card,2.79,CU000037,AC00090,,,557.19,2025,7,1
TR00001129,2025-02-23 14:00:00,ST014,EUR,Card,0.0,CU000372,AC00372,CO000462,,1642.17,2025,2,23
TR00001130,2024-02-12 19:00:00,ST018,EUR,Card,0.0,CU000116,AC00183,,,87.44,2024,2,12
TR00001131,2024-11-16 18:00:00,ST029,EUR,Card,8.04,CU000434,AC00573,CO000928,,23.64,2024,11,16
TR00001132,2025-10-08 13:00:00,ST021,EUR,Card,0.0,,,,AN000109,4.58,2025,10,8
TR00001133,2024-12-19 06:00:00,ST006,EUR,Card,0.0,,,,AN000617,322.9,2024,12,19
TR00001134,2025-08-12 13:00:00,ST038,EUR,Card,8.39,CU000326,AC00045,,,969.96,2025,8,12
TR00001135,2025-03-31 08:00:00,ST034,EUR,Cash,10.03,CU000010,AC00086,CO000259,,1690.84,2025,3,31
TR00001136,2024-01-20 10:00:00,ST001,EUR,Card,0.0,,,,AN000161,335.55,2024,1,20
TR00001137,2024-06-06 06:00:00,ST004,EUR,Card,0.0,,,,AN000698,928.98,2024,6,6
TR00001138,2024-05-08 10:00:00,ST015,EUR,Card,3.84,CU000266,AC00586,,,954.63,2024,5,8
TR00001139,2025-10-08 15:00:00,ST031,EUR,Card,12.9,CU000346,AC00031,,,259.14,2025,10,8
TR00001140,2024-09-25 03:00:00,ST020,EUR,Card,0.0,CU000389,AC00341,,,0.0,2024,9,25
TR00001141,2025-04-11 18:00:00,ST012,EUR,Card,0.82,CU000521,AC00490,CO000984,,422.71,2025,4,11
TR00001142,2024-07-22 16:00:00,ST001,EUR,Invoice,0.0,,,,AN000292,1025.07,2024,7,22
TR00001143,2024-07-04 03:00:00,ST015,EUR,Card,0.0,,,,AN000765,51.04,2024,7,4
TR00001144,2025-04-02 14:00:00,ST031,EUR,Card,2.07,,,,AN000040,393.16,2025,4,2
TR00001145,2025-11-20 23:00:00,ST024,EUR,BankTransfer,0.18,CU000314,AC00138,,,0.0,2025,11,20
TR00001146,2025-11-21 03:00:00,ST015,EUR,Invoice,18.06,CU000101,AC00470,,,344.38,2025,11,21
TR00001147,2024-09-18 03:00:00,ST002,EUR,Card,6.51,CU000133,AC00071,,,444.49,2024,9,18
TR00001148,2025-06-15 23:00:00,ST039,EUR,Card,5.12,CU000529,AC00310,CO000768,,1256.19,2025,6,15
TR00001149,2025-12-16 02:00:00,ST011,EUR,Card,0.0,CU000088,AC00471,CO000930,,89.64,2025,12,16
TR00001150,2024-04-10 16:00:00,ST023,EUR,Card,2.08,CU000072,AC00304,,,211.6,2024,4,10
TR00001151,2025-12-12 04:00:00,ST004,EUR,Card,0.0,CU000118,AC00009,CO000759,,61.13,2025,12,12
TR00001152,2025-05-15 07:00:00,ST039,EUR,Card,0.0,,,,AN000780,119.01,2025,5,15
TR00001153,2025-05-26 10:00:00,ST031,EUR,Card,0.0,CU000082,AC00188,CO000526,,601.95,2025,5,26
TR00001154,2024-01-12 12:00:00,ST036,EUR,Card,11.89,,,,AN000262,2304.82,2024,1,12
TR00001155,2024-02-03 21:00:00,ST027,EUR,Card,8.91,,,,AN000568,507.85,2024,2,3
TR00001156,2026-01-14 07:00:00,ST013,EUR,Card,11.41,,,,AN000548,278.09,2026,1,14
TR00001157,2024-08-22 09:00:00,ST009,EUR,Invoice,2.8,CU000006,AC00016,CO000623,,274.68,2024,8,22
TR00001158,2024-04-14 03:00:00,ST012,EUR,Card,21.1,,,,AN000323,527.52,2024,4,14
TR00001159,2025-07-22 15:00:00,ST005,EUR,Invoice,16.53,,,,AN000455,0.0,2025,7,22
TR00001160,2025-10-17 20:00:00,ST002,EUR,Card,12.48,CU000145,AC00041,,,0.0,2025,10,17
TR00001161,2025-04-06 09:00:00,ST015,EUR,Cash,6.08,CU000201,AC00233,,,336.41,2025,4,6
TR00001162,2025-07-02 20:00:00,ST013,EUR,Cash,0.0,CU000151,AC00133,CO000159,,146.69,2025,7,2
TR00001163,2024-04-09 08:00:00,ST034,EUR,Invoice,0.0,,,,AN000629,1020.31,2024,4,9
TR00001164,2024-08-21 14:00:00,ST037,EUR,Card,0.0,CU000051,AC00336,CO000547,,738.9,2024,8,21
TR00001165,2025-12-19 03:00:00,ST027,EUR,Card,12.88,,,,AN000179,302.95,2025,12,19
TR00001166,2024-10-02 19:00:00,ST017,EUR,Invoice,0.0,CU000447,AC00388,CO000819,,334.25,2024,10,2
TR00001167,2026-01-13 10:00:00,ST009,EUR,Card,18.48,,,,AN000409,1496.12,2026,1,13
TR00001168,2024-12-26 12:00:00,ST032,EUR,Invoice,0.0,CU000413,AC00193,CO000091,,564.55,2024,12,26
TR00001169,2024-07-28 12:00:00,ST014,EUR,Invoice,0.0,,,,AN000365,407.38,2024,7,28
TR00001170,2025-09-22 14:00:00,ST040,EUR,Card,15.1,,,,AN000749,1038.18,2025,9,22
TR00001171,2024-09-05 21:00:00,ST024,EUR,Card,0.0,CU000414,AC00369,CO000569,,1825.36,2024,9,5
TR00001172,2025-09-09 02:00:00,ST007,EUR,Card,9.08,,,,AN000481,755.15,2025,9,9
TR00001173,2025-12-05 19:00:00,ST018,EUR,Card,16.26,CU000097,AC00428,,,463.8,2025,12,5
TR00001174,2025-12-09 06:00:00,ST037,EUR,Card,6.26,,,,AN000253,508.1,2025,12,9
TR00001175,2025-05-23 06:00:00,ST021,EUR,Card,0.0,CU000300,AC00055,,,1242.76,2025,5,23
TR00001176,2025-02-22 15:00:00,ST006,EUR,Card,6.08,,,,AN000221,36.96,2025,2,22
TR00001177,2025-10-16 23:00:00,ST016,EUR,Invoice,11.02,CU000278,AC00433,CO000568,,1331.55,2025,10,16
TR00001178,2024-01-26 13:00:00,ST011,EUR,Card,11.29,,,,AN000504,230.69,2024,1,26
TR00001179,2024-11-12 10:00:00,ST008,EUR,Card,4.25,CU000311,AC00303,CO000991,,668.54,2024,11,12
TR00001180,2024-12-31 15:00:00,ST036,EUR,Card,0.0,,,,AN000474,932.38,2024,12,31
TR00001181,2025-03-10 11:00:00,ST001,EUR,Invoice,0.87,CU000468,AC00112,CO000860,,1215.95,2025,3,10
TR00001182,2024-04-24 03:00:00,ST023,EUR,Cash,5.6,CU000064,AC00549,CO000181,,1186.79,2024,4,24
TR00001183,2025-05-03 17:00:00,ST006,EUR,Card,0.0,CU000529,AC00310,CO000768,,870.82,2025,5,3
TR00001184,2024-07-02 21:00:00,ST003,EUR,Card,12.92,CU000342,AC00309,,,1644.25,2024,7,2
TR00001185,2024-08-02 02:00:00,ST034,EUR,Card,3.01,CU000132,AC00410,CO000533,,603.61,2024,8,2
TR00001186,2025-09-07 21:00:00,ST038,EUR,Card,0.0,,,,AN000593,0.0,2025,9,7
TR00001187,2024-03-10 12:00:00,ST009,EUR,Card,13.19,CU000187,AC00502,,,1317.14,2024,3,10
TR00001188,2024-10-24 07:00:00,ST011,EUR,BankTransfer,8.4,CU000231,AC00089,CO000835,,923.32,2024,10,24
TR00001189,2025-03-05 02:00:00,ST034,EUR,Card,9.31,CU000340,AC00115,CO000066,,1110.13,2025,3,5
TR00001190,2025-01-07 18:00:00,ST016,EUR,Invoice,0.73,CU000180,AC00488,,,149.77,2025,1,7
TR00001191,2024-04-16 20:00:00,ST034,EUR,Card,3.85,,,,AN000619,0.0,2024,4,16
TR00001192,2024-03-18 05:00:00,ST005,EUR,Card,0.0,CU000268,AC00532,CO000540,,844.95,2024,3,18
TR00001193,2025-05-10 10:00:00,ST004,EUR,Card,0.0,CU000434,AC00573,CO000859,,993.8,2025,5,10
TR00001194,2024-05-21 05:00:00,ST020,EUR,Invoice,0.0,CU000543,AC00294,,,889.7,2024,5,21
TR00001195,2024-02-21 12:00:00,ST007,EUR,Card,2.34,CU000007,AC00254,CO000031,,183.67,2024,2,21
TR00001196,2025-09-14 13:00:00,ST010,EUR,Invoice,23.28,CU000343,AC00334,CO000588,,1320.73,2025,9,14
TR00001197,2025-11-26 15:00:00,ST021,EUR,Cash,1.94,,,,AN000655,714.95,2025,11,26
TR00001198,2025-10-09 14:00:00,ST010,EUR,Card,14.13,,,,AN000063,111.08,2025,10,9
TR00001199,2025-12-11 21:00:00,ST014,EUR,Card,10.07,,,,AN000245,415.35,2025,12,11
TR00001200,2024-11-03 13:00:00,ST034,EUR,Card,18.81,,,,AN000121,309.93,2024,11,3
TR00001201,2024-06-03 02:00:00,ST004,EUR,BankTransfer,3.87,CU000285,AC00589,CO000480,,821.84,2024,6,3
TR00001202,2024-04-15 20:00:00,ST011,EUR,BankTransfer,0.0,CU000043,AC00146,CO000336,,825.48,2024,4,15
TR00001203,2024-08-06 02:00:00,ST039,EUR,Card,0.0,,,,AN000322,99.01,2024,8,6
TR00001204,2024-02-09 09:00:00,ST032,EUR,Card,0.0,,,,AN000484,0.0,2024,2,9
TR00001205,2025-09-15 07:00:00,ST007,EUR,Card,0.0,,,,AN000087,434.01,2025,9,15
TR00001206,2025-06-14 13:00:00,ST006,EUR,Card,0.94,CU000261,AC00069,CO000040,,366.39,2025,6,14
TR00001207,2024-10-04 07:00:00,ST035,EUR,Card,11.41,CU000556,AC00039,,,1265.7,2024,10,4
TR00001208,2024-04-30 07:00:00,ST011,EUR,Cash,13.67,,,,AN000151,1120.62,2024,4,30
TR00001209,2025-10-12 07:00:00,ST005,EUR,Invoice,2.78,CU000512,AC00137,CO000428,,444.47,2025,10,12
TR00001210,2025-05-21 15:00:00,ST037,EUR,Card,29.76,CU000043,AC00146,CO000619,,724.5,2025,5,21
TR00001211,2024-08-26 10:00:00,ST022,EUR,Card,18.25,,,,AN000273,0.0,2024,8,26
TR00001212,2024-05-24 15:00:00,ST015,EUR,Card,0.0,CU000421,AC00191,CO000241,,1357.12,2024,5,24
TR00001213,2025-08-21 06:00:00,ST003,EUR,Card,0.0,CU000128,AC00108,,,60.21,2025,8,21
TR00001214,2024-08-06 17:00:00,ST020,EUR,Card,25.16,,,,AN000434,1008.36,2024,8,6
TR00001215,2025-03-14 10:00:00,ST015,EUR,Card,1.92,CU000313,AC00484,CO000797,,21.22,2025,3,14
TR00001216,2024-04-04 08:00:00,ST019,EUR,Card,0.0,CU000391,AC00580,,,707.87,2024,4,4
TR00001217,2024-12-04 15:00:00,ST001,EUR,Card,16.97,CU000397,AC00129,CO000806,,741.23,2024,12,4
TR00001218,2025-01-14 14:00:00,ST027,EUR,Card,19.49,,,,AN000327,1412.57,2025,1,14
TR00001219,2025-11-19 22:00:00,ST034,EUR,Cash,16.24,CU000271,AC00020,CO000621,,504.57,2025,11,19
TR00001220,2025-09-30 04:00:00,ST014,EUR,Card,4.38,,,,AN000105,0.0,2025,9,30
TR00001221,2024-10-28 01:00:00,ST018,EUR,Invoice,7.59,CU000336,AC00504,,,2.05,2024,10,28
TR00001222,2025-12-07 14:00:00,ST013,EUR,Cash,1.43,CU000537,AC00021,CO000541,,695.74,2025,12,7
TR00001223,2024-01-31 06:00:00,ST040,EUR,Invoice,0.0,,,,AN000658,560.57,2024,1,31
TR00001224,2025-11-17 06:00:00,ST009,EUR,Card,1.29,CU000221,AC00010,,,0.0,2025,11,17
TR00001225,2025-02-11 18:00:00,ST001,EUR,Card,0.0,,,,AN000778,0.0,2025,2,11
TR00001226,2024-12-13 15:00:00,ST037,EUR,Card,0.0,CU000001,AC00349,CO000611,,380.99,2024,12,13
TR00001227,2024-04-24 05:00:00,ST030,EUR,Card,0.0,CU000533,AC00082,CO000557,,161.79,2024,4,24
TR00001228,2025-09-18 03:00:00,ST028,EUR,Cash,1.16,CU000397,AC00129,CO000806,,380.37,2025,9,18
TR00001229,2024-11-28 09:00:00,ST009,EUR,Card,8.44,CU000104,AC00521,CO000234,,649.79,2024,11,28
TR00001230,2024-11-10 15:00:00,ST010,EUR,Invoice,12.44,CU000511,AC00418,,,860.37,2024,11,10
TR00001231,2025-12-17 09:00:00,ST036,EUR,Card,0.0,CU000082,AC00188,,,591.69,2025,12,17
TR00001232,2024-02-17 02:00:00,ST020,EUR,Card,12.16,CU000545,AC00370,,,964.83,2024,2,17
TR00001233,2025-05-22 20:00:00,ST020,EUR,Cash,15.49,,,,AN000038,52.24,2025,5,22
TR00001234,2025-05-06 12:00:00,ST032,EUR,Card,2.26,CU000439,AC00213,CO000379,,327.16,2025,5,6
TR00001235,2024-12-24 13:00:00,ST021,EUR,Card,11.15,,,,AN000745,861.83,2024,12,24
TR00001236,2024-10-23 18:00:00,ST032,EUR,Card,3.41,,,,AN000786,174.17,2024,10,23
TR00001237,2024-02-10 10:00:00,ST036,EUR,Invoice,4.61,,,,AN000100,21.68,2024,2,10
TR00001238,2024-09-22 07:00:00,ST024,EUR,Cash,0.0,CU000501,AC00405,CO000090,,394.57,2024,9,22
TR00001239,2025-03-26 16:00:00,ST014,EUR,Card,5.16,CU000059,AC00054,CO000121,,1154.07,2025,3,26
TR00001240,2024-05-15 18:00:00,ST002,EUR,Card,10.69,,,,AN000187,441.73,2024,5,15
TR00001241,2025-12-06 15:00:00,ST027,EUR,Card,0.0,CU000120,AC00421,CO000961,,160.14,2025,12,6
TR00001242,2024-04-03 18:00:00,ST017,EUR,Card,17.67,,,,AN000686,170.23,2024,4,3
TR00001243,2025-12-07 09:00:00,ST001,EUR,Card,12.11,CU000275,AC00584,,,296.4,2025,12,7
TR00001244,2025-11-26 13:00:00,ST015,EUR,Invoice,10.71,CU000424,AC00067,CO000823,,327.36,2025,11,26
TR00001245,2024-10-12 13:00:00,ST021,EUR,Card,8.32,CU000514,AC00400,CO000476,,580.62,2024,10,12
TR00001246,2025-04-24 22:00:00,ST009,EUR,Card,9.67,CU000518,AC00466,CO000100,,0.0,2025,4,24
TR00001247,2025-10-08 11:00:00,ST034,EUR,Cash,15.63,,,,AN000350,488.97,2025,10,8
TR00001248,2024-04-20 07:00:00,ST034,EUR,Cash,10.68,CU000472,AC00058,,,604.52,2024,4,20
TR00001249,2024-09-16 14:00:00,ST006,EUR,Card,17.65,CU000100,AC00333,,,25.72,2024,9,16
TR00001250,2024-06-03 23:00:00,ST015,EUR,Card,3.73,CU000457,AC00109,CO000966,,148.56,2024,6,3
TR00001251,2024-05-14 02:00:00,ST021,EUR,Card,9.05,,,,AN000068,391.2,2024,5,14
TR00001252,2024-04-06 07:00:00,ST008,EUR,Card,6.06,CU000157,AC00541,CO000733,,348.76,2024,4,6
TR00001253,2024-09-14 21:00:00,ST015,EUR,Card,18.78,,,,AN000160,920.1,2024,9,14
TR00001254,2025-08-06 22:00:00,ST004,EUR,Card,6.64,,,,AN000055,427.15,2025,8,6
TR00001255,2025-06-26 22:00:00,ST016,EUR,Card,6.61,CU000473,AC00225,,,101.2,2025,6,26
TR00001256,2025-12-05 08:00:00,ST034,EUR,Invoice,2.85,CU000482,AC00509,CO000448,,1123.96,2025,12,5
TR00001257,2025-08-28 18:00:00,ST022,EUR,Invoice,0.0,CU000219,AC00081,,,175.95,2025,8,28
TR00001258,2025-01-12 08:00:00,ST040,EUR,Invoice,6.55,CU000384,AC00588,,,1729.33,2025,1,12
TR00001259,2024-07-22 21:00:00,ST005,EUR,Card,7.93,,,,AN000417,155.77,2024,7,22
TR00001260,2024-09-06 02:00:00,ST021,EUR,Card,9.0,,,,AN000413,208.55,2024,9,6
TR00001261,2024-07-06 18:00:00,ST002,EUR,Card,0.0,CU000396,AC00577,CO000268,,852.44,2024,7,6
TR00001262,2025-11-03 10:00:00,ST018,EUR,Card,9.04,CU000546,AC00206,,,454.81,2025,11,3
TR00001263,2025-09-01 16:00:00,ST040,EUR,Invoice,2.92,CU000078,AC00500,CO000826,,1344.42,2025,9,1
TR00001264,2024-04-30 20:00:00,ST040,EUR,BankTransfer,0.0,,,,AN000426,1302.63,2024,4,30
TR00001265,2024-08-29 03:00:00,ST040,EUR,Card,0.0,CU000070,AC00100,CO000243,,238.25,2024,8,29
TR00001266,2024-12-10 11:00:00,ST024,EUR,Invoice,13.3,,,,AN000191,1038.43,2024,12,10
TR00001267,2025-08-07 12:00:00,ST009,EUR,Card,7.78,CU000031,AC00391,CO000292,,311.09,2025,8,7
TR00001268,2024-10-06 12:00:00,ST019,EUR,Card,8.45,CU000393,AC00339,CO000962,,780.78,2024,10,6
TR00001269,2025-12-25 00:00:00,ST014,EUR,Card,1.18,CU000020,AC00022,CO000913,,647.08,2025,12,25
TR00001270,2025-01-10 05:00:00,ST020,EUR,Invoice,9.98,CU000118,AC00009,CO000188,,277.74,2025,1,10
TR00001271,2024-07-04 00:00:00,ST018,EUR,Card,3.93,,,,AN000262,182.47,2024,7,4
TR00001272,2025-07-30 14:00:00,ST002,EUR,Card,1.05,CU000426,AC00417,CO000403,,716.26,2025,7,30
TR00001273,2024-12-13 12:00:00,ST028,EUR,Invoice,5.22,CU000521,AC00490,CO000984,,208.9,2024,12,13
TR00001274,2025-05-13 14:00:00,ST030,EUR,Card,2.35,,,,AN000531,901.34,2025,5,13
TR00001275,2024-01-07 08:00:00,ST007,EUR,Card,0.0,CU000306,AC00295,,,1462.88,2024,1,7
TR00001276,2025-09-18 00:00:00,ST004,EUR,Cash,1.47,CU000280,AC00158,CO000877,,301.56,2025,9,18
TR00001277,2024-01-02 11:00:00,ST029,EUR,Card,0.0,CU000116,AC00183,,,541.09,2024,1,2
TR00001278,2024-12-21 02:00:00,ST039,EUR,Card,2.9,,,,AN000588,873.5,2024,12,21
TR00001279,2024-08-02 05:00:00,ST038,EUR,Invoice,5.75,CU000170,AC00148,CO000615,,100.48,2024,8,2
TR00001280,2025-06-01 13:00:00,ST008,EUR,Invoice,6.22,CU000315,AC00399,CO000215,,1608.12,2025,6,1
TR00001281,2025-08-28 09:00:00,ST029,EUR,Invoice,0.0,CU000191,AC00394,CO000749,,77.99,2025,8,28
TR00001282,2024-04-19 03:00:00,ST028,EUR,Card,2.43,,,,AN000343,1691.05,2024,4,19
TR00001283,2024-08-29 13:00:00,ST014,EUR,Card,0.0,,,,AN000382,643.07,2024,8,29
TR00001284,2024-11-26 10:00:00,ST024,EUR,Card,6.28,CU000450,AC00150,CO000353,,146.77,2024,11,26
TR00001285,2026-01-04 06:00:00,ST001,EUR,Card,20.99,CU000225,AC00533,CO000111,,0.0,2026,1,4
TR00001286,2024-11-11 18:00:00,ST012,EUR,Card,0.0,CU000211,AC00276,CO000871,,457.8,2024,11,11
TR00001287,2025-02-07 17:00:00,ST006,EUR,Card,7.39,,,,AN000467,1390.63,2025,2,7
TR00001288,2024-01-05 17:00:00,ST018,EUR,Invoice,10.03,CU000029,AC00464,CO000705,,1048.35,2024,1,5
TR00001289,2025-08-06 19:00:00,ST021,EUR,Card,6.24,CU000409,AC00506,CO000915,,0.0,2025,8,6
TR00001290,2024-02-14 01:00:00,ST003,EUR,Card,17.4,,,,AN000130,1600.82,2024,2,14
TR00001291,2025-08-27 13:00:00,ST001,EUR,Cash,9.25,CU000149,AC00285,,,507.01,2025,8,27
TR00001292,2025-12-26 02:00:00,ST029,EUR,Card,0.0,,,,AN000264,509.83,2025,12,26
TR00001293,2024-01-26 03:00:00,ST036,EUR,Card,0.0,,,,AN000248,514.42,2024,1,26
TR00001294,2025-05-11 21:00:00,ST018,EUR,Cash,4.32,CU000425,AC00302,,,587.41,2025,5,11
TR00001295,2024-05-13 09:00:00,ST019,EUR,Card,0.0,CU000052,AC00511,,,456.65,2024,5,13
TR00001296,2025-06-09 14:00:00,ST035,EUR,Invoice,24.79,CU000138,AC00377,,,1762.79,2025,6,9
TR00001297,2025-04-21 10:00:00,ST027,EUR,Card,3.82,CU000445,AC00222,,,834.21,2025,4,21
TR00001298,2024-08-26 15:00:00,ST008,EUR,Cash,0.0,CU000054,AC00061,CO000072,,691.11,2024,8,26
TR00001299,2024-08-27 21:00:00,ST011,EUR,Invoice,0.18,,,,AN000656,1756.59,2024,8,27
TR00001300,2025-08-05 20:00:00,ST005,EUR,Card,0.29,,,,AN000220,0.0,2025,8,5
TR00001301,2025-02-01 20:00:00,ST013,EUR,Card,0.0,CU000003,AC00451,CO000676,,273.24,2025,2,1
TR00001302,2025-07-07 23:00:00,ST025,EUR,Card,0.0,CU000347,AC00166,,,999.92,2025,7,7
TR00001303,2024-11-07 09:00:00,ST036,EUR,Card,14.78,CU000485,AC00472,CO000425,,927.33,2024,11,7
TR00001304,2025-08-14 00:00:00,ST033,EUR,Invoice,14.05,,,,AN000565,2.63,2025,8,14
TR00001305,2025-09-24 07:00:00,ST038,EUR,Invoice,6.11,CU000477,AC00250,CO000260,,600.22,2025,9,24
TR00001306,2024-08-10 05:00:00,ST040,EUR,Card,0.0,CU000161,AC00080,,,568.42,2024,8,10
TR00001307,2024-06-23 21:00:00,ST004,EUR,Card,0.0,CU000327,AC00327,CO000546,,177.08,2024,6,23
TR00001308,2025-01-29 00:00:00,ST006,EUR,Card,18.47,CU000012,AC00088,CO000297,,195.99,2025,1,29
TR00001309,2024-11-23 18:00:00,ST033,EUR,Cash,11.77,CU000223,AC00106,,,876.71,2024,11,23
TR00001310,2024-02-05 13:00:00,ST027,EUR,Card,6.33,,,,AN000633,476.39,2024,2,5
TR00001311,2024-08-28 13:00:00,ST006,EUR,Card,15.95,CU000180,AC00488,CO000530,,643.43,2024,8,28
TR00001312,2025-10-31 21:00:00,ST008,EUR,Invoice,6.81,,,,AN000182,0.0,2025,10,31
TR00001313,2025-05-09 11:00:00,ST006,EUR,Card,13.87,,,,AN000439,742.33,2025,5,9
TR00001314,2025-04-23 21:00:00,ST012,EUR,Card,22.17,CU000229,AC00543,,,1102.82,2025,4,23
TR00001315,2025-05-24 17:00:00,ST002,EUR,Card,8.14,CU000475,AC00116,CO000464,,423.44,2025,5,24
TR00001316,2024-01-04 08:00:00,ST019,EUR,Card,1.72,CU000066,AC00084,,,204.19,2024,1,4
TR00001317,2025-09-02 01:00:00,ST039,EUR,Card,6.03,CU000096,AC00267,,,449.8,2025,9,2
TR00001318,2024-08-31 19:00:00,ST007,EUR,Invoice,19.38,,,,AN000084,328.04,2024,8,31
TR00001319,2025-04-19 07:00:00,ST013,EUR,Card,0.0,CU000192,AC00386,CO000683,,788.53,2025,4,19
TR00001320,2024-12-24 20:00:00,ST004,EUR,Card,0.0,,,,AN000171,408.47,2024,12,24
TR00001321,2024-12-03 02:00:00,ST001,EUR,Card,2.16,,,,AN000558,590.14,2024,12,3
TR00001322,2024-03-29 16:00:00,ST037,EUR,Card,24.87,,,,AN000191,775.59,2024,3,29
TR00001323,2025-08-12 23:00:00,ST016,EUR,Card,19.79,CU000428,AC00126,CO000824,,527.6,2025,8,12
TR00001324,2024-11-29 13:00:00,ST033,EUR,Cash,0.0,CU000103,AC00403,CO000206,,629.66,2024,11,29
TR00001325,2024-04-11 05:00:00,ST022,EUR,Card,6.53,CU000078,AC00500,,,15.6,2024,4,11
TR00001326,2024-06-05 09:00:00,ST015,EUR,Card,6.0,,,,AN000554,924.25,2024,6,5
TR00001327,2025-10-18 16:00:00,ST028,EUR,Card,0.0,,,,AN000762,0.0,2025,10,18
TR00001328,2024-03-31 21:00:00,ST011,EUR,Card,16.9,CU000319,AC00130,,,264.56,2024,3,31
TR00001329,2024-08-18 01:00:00,ST019,EUR,Card,3.13,CU000392,AC00293,CO000322,,543.02,2024,8,18
TR00001330,2024-11-15 16:00:00,ST014,EUR,Card,0.0,CU000324,AC00281,CO000409,,1019.39,2024,11,15
TR00001331,2024-03-19 16:00:00,ST002,EUR,Card,0.0,CU000021,AC00179,CO000362,,0.0,2024,3,19
TR00001332,2025-06-26 07:00:00,ST002,EUR,Invoice,18.78,CU000102,AC00272,CO000201,,943.78,2025,6,26
TR00001333,2024-06-08 08:00:00,ST014,EUR,Card,6.54,CU000207,AC00096,,,1610.15,2024,6,8
TR00001334,2024-08-06 12:00:00,ST013,EUR,Card,13.19,CU000026,AC00343,CO000232,,194.35,2024,8,6
TR00001335,2024-05-23 01:00:00,ST002,EUR,Card,11.43,CU000031,AC00391,CO000186,,125.97,2024,5,23
TR00001336,2025-09-06 23:00:00,ST028,EUR,Card,0.0,,,,AN000245,446.58,2025,9,6
TR00001337,2024-05-12 23:00:00,ST029,EUR,Card,12.68,CU000041,AC00037,,,1412.29,2024,5,12
TR00001338,2024-09-26 15:00:00,ST015,EUR,Card,1.12,,,,AN000404,1264.78,2024,9,26
TR00001339,2024-10-18 22:00:00,ST006,EUR,Card,24.85,CU000288,AC00561,CO000520,,1701.39,2024,10,18
TR00001340,2024-11-30 07:00:00,ST031,EUR,BankTransfer,15.34,CU000228,AC00032,CO000400,,0.0,2024,11,30
TR00001341,2024-03-26 19:00:00,ST020,EUR,Card,3.15,CU000101,AC00470,,,92.15,2024,3,26
TR00001342,2024-09-20 03:00:00,ST011,EUR,Card,11.51,,,,AN000286,275.9,2024,9,20
TR00001343,2024-09-24 08:00:00,ST013,EUR,Card,13.42,CU000245,AC00454,CO000738,,674.45,2024,9,24
TR00001344,2024-07-31 10:00:00,ST017,EUR,Card,8.37,,,,AN000486,0.0,2024,7,31
TR00001345,2025-03-20 22:00:00,ST037,EUR,Card,0.0,CU000078,AC00500,CO000826,,380.15,2025,3,20
TR00001346,2024-08-08 09:00:00,ST039,EUR,Card,5.95,CU000075,AC00362,,,1900.33,2024,8,8
TR00001347,2025-08-14 05:00:00,ST005,EUR,Cash,0.0,,,,AN000454,825.76,2025,8,14
TR00001348,2024-06-15 01:00:00,ST023,EUR,Card,1.4,CU000317,AC00590,CO000329,,654.61,2024,6,15
TR00001349,2025-06-20 17:00:00,ST035,EUR,Card,11.2,CU000540,AC00409,CO000850,,1103.73,2025,6,20
TR00001350,2025-09-13 10:00:00,ST003,EUR,Card,17.18,,,,AN000635,307.32,2025,9,13
TR00001351,2025-12-26 01:00:00,ST035,EUR,Card,18.95,,,,AN000671,412.89,2025,12,26
TR00001352,2024-10-18 14:00:00,ST034,EUR,Card,9.96,,,,AN000070,374.8,2024,10,18
