AccountId,AccountName,VATNumber,Industry,City,Province,Region,CustomerTier,CreatedDate
AC00480,Hotel JSQCZ0 SAS,10000000480,Hotel,Livorno,CO,Lombardia,Silver,2022-08-04
AC00481,Pescheria N04OAE SRL,10000000481,Panificio,Asti,PV,Emilia-Romagna,Bronze,2024-08-29
AC00482,Hotel 7L0RCT Ditta Individuale,10000000482,Ristorante,Siena,GE,Valle d'Aosta,Platinum,2023-07-09
AC00483,Panificio I8F34G Cooperativa,10000000483,Bar,Arezzo,RN,Piemonte,Bronze,2024-06-05
AC00484,Altro ADKTOC SAS,10000000484,Alimentari,Reggio Emilia,LI,Valle d'Aosta,Bronze,2022-01-23
AC00485,Bar 1YFMHB SAS,10000000485,Hotel,Pavia,CO,Liguria,Silver,2022-06-04
AC00486,Catering YHZ43X Ditta Individuale,10000000486,Pizzeria,Cremona,LU,Emilia-Romagna,Bronze,2025-04-24
AC00487,Mensa Z6OLBA Ditta Individuale,10000000487,Ristorante,Prato,CO,Lombardia,Silver,2022-09-06
AC00488,Mensa 117NID SRL,10000000488,Ristorante,Parma,PR,Liguria,Bronze,2024-01-19
AC00489,Pizzeria P9MGYH SRL,10000000489,Ristorante,Carrara,CN,Lombardia,Silver,2024-03-15
AC00490,Bar 523GGO SPA,10000000490,Bar,Pavia,MI,Liguria,Silver,2022-05-14
AC00491,Macelleria DLUGHT Cooperativa,10000000491,Catering,Pavia,AR,Piemonte,Gold,2022-11-17
AC00492,Panificio 7EHMGO Ditta Individuale,10000000492,Mensa,Alessandria,AL,Valle d'Aosta,Gold,2023-01-25
AC00493,Ristorante LOQC3X Ditta Individuale,10000000493,Macelleria,Cremona,IM,Toscana,Bronze,2023-03-10
AC00494,Pizzeria NCHKV9 Cooperativa,10000000494,Panificio,Varese,PI,Valle d'Aosta,Silver,2024-11-11
AC00495,Ristorante DT94G8 Ditta Individuale,10000000495,Bar,Modena,LI,Emilia-Romagna,Silver,2024-05-22
AC00496,Pizzeria V9ZY9Y Cooperativa,10000000496,Catering,Pisa,IM,Toscana,Bronze,2025-02-22
AC00497,Macelleria LW5L4R SAS,10000000497,Bar,Varese,PO,Lombardia,Gold,2025-01-07
AC00498,Catering MVVNXI SRL,10000000498,Bar,Piacenza,MO,Piemonte,Gold,2024-05-07
AC00499,Alimentari V9IW6L SRL,10000000499,Alimentari,Pavia,AR,Piemonte,Bronze,2022-02-20
AC00500,Macelleria 01WCNK Cooperativa,10000000500,Ristorante,Ravenna,BG,Lombardia,Silver,2022-06-25
AC00501,Pizzeria FHB7V8 SRL,10000000501,Bar,Grosseto,GE,Emilia-Romagna,Bronze,2024-05-19
AC00502,Pescheria 0LKX1S Ditta Individuale,10000000502,Pescheria,Lucca,BS,Lombardia,Silver,2022-09-10
AC00503,Mensa 9XKA4L Ditta Individuale,10000000503,Catering,Forlì,FC,Liguria,Bronze,2024-08-23
AC00504,Pescheria IT6XIY SAS,10000000504,Catering,Brescia,CO,Emilia-Romagna,Platinum,2025-06-23
AC00505,Alimentari ZVNLPA Ditta Individuale,10000000505,Ristorante,Brescia,RN,Toscana,Gold,2024-01-09
AC00506,Hotel 5CGWFH SPA,10000000506,Bar,Cuneo,NO,Lombardia,Silver,2025-02-03
AC00507,Gelateria DV37IC SAS,10000000507,Panificio,Arezzo,CR,Emilia-Romagna,Silver,2025-05-01
AC00508,Macelleria 0LZIGI SRL,10000000508,Ristorante,Novara,VA,Toscana,Gold,2025-09-01
AC00509,Catering KQWJ2C SRL,10000000509,Hotel,Viareggio,RE,Lombardia,Silver,2022-10-29
AC00510,Gelateria 9OGPS0 SPA,10000000510,Ristorante,Viareggio,RN,Piemonte,Bronze,2023-07-02
AC00511,Alimentari 132AN4 SAS,10000000511,Catering,Varese,MI,Lombardia,Silver,2023-12-17
AC00512,Alimentari 17VF0J Cooperativa,10000000512,Ristorante,Brescia,CO,Valle d'Aosta,Gold,2024-02-18
AC00513,Gelateria QQNVCE SPA,10000000513,Gelateria,Milano,AT,Lombardia,Silver,2022-09-25
AC00514,Pizzeria QFGAS0 Cooperativa,10000000514,Gelateria,Siena,BG,Valle d'Aosta,Silver,2025-04-08
AC00515,Alimentari R778NR SRL,10000000515,Gelateria,Savona,PO,Toscana,Gold,2024-10-06
AC00516,Pescheria XVOB7N SAS,10000000516,Bar,Grosseto,AL,Lombardia,Gold,2023-07-05
AC00517,Ristorante UGPJ60 Ditta Individuale,10000000517,Panificio,Lucca,IM,Toscana,Gold,2025-08-08
AC00518,Hotel SRYZX7 SPA,10000000518,Alimentari,Carrara,GE,Toscana,Bronze,2025-03-10
AC00519,Altro 0IB3WY Ditta Individuale,10000000519,Hotel,La Spezia,SP,Emilia-Romagna,Silver,2025-03-15
AC00520,Altro ZXJQYJ SAS,10000000520,Pizzeria,Parma,CO,Toscana,Gold,2025-12-19
AC00521,Pescheria V84A1X Cooperativa,10000000521,Ristorante,Livorno,GR,Toscana,Gold,2022-11-10
AC00522,Pizzeria 7OV6SG Ditta Individuale,10000000522,Ristorante,Milano,SP,Lombardia,Silver,2022-07-03
AC00523,Macelleria P3JK8X SRL,10000000523,Mensa,Como,RE,Lombardia,Bronze,2023-12-14
AC00524,Mensa NLO50D SAS,10000000524,Bar,Pavia,VA,Piemonte,Gold,2022-05-08
AC00525,Alimentari W1MF07 SAS,10000000525,Alimentari,Parma,MS,Emilia-Romagna,Gold,2025-08-03
AC00526,Mensa OL93AC Ditta Individuale,10000000526,Hotel,Siena,CO,Toscana,Bronze,2025-06-30
AC00527,Panificio ZSX0GN Ditta Individuale,10000000527,Panificio,Massa,CR,Emilia-Romagna,Silver,2023-12-01
AC00528,Ristorante ZHG8Q3 Cooperativa,10000000528,Pescheria,Parma,BG,Valle d'Aosta,Bronze,2023-01-21
AC00529,Ristorante GCG1J6 SRL,10000000529,Panificio,Firenze,PI,Toscana,Bronze,2025-06-07
AC00530,Panificio OWW5FK SAS,10000000530,Bar,Forlì,CR,Emilia-Romagna,Bronze,2022-09-28
AC00531,Pizzeria NJMVRY SAS,10000000531,Bar,Forlì,PR,Piemonte,Silver,2024-03-21
AC00532,Alimentari DC1AU9 SRL,10000000532,Catering,Pisa,CN,Piemonte,Silver,2023-02-19
AC00533,Pizzeria DSAV91 SPA,10000000533,Ristorante,Sanremo,SV,Toscana,Silver,2022-07-17
AC00534,Gelateria 7RMPN6 SRL,10000000534,Ristorante,Brescia,AL,Valle d'Aosta,Silver,2025-09-08
AC00535,Ristorante 937XNC SAS,10000000535,Alimentari,Cuneo,AL,Piemonte,Gold,2024-12-15
AC00536,Ristorante MLDQZ0 SRL,10000000536,Alimentari,Alessandria,BS,Piemonte,Bronze,2024-04-10
AC00537,Pizzeria 5EV5KZ SPA,10000000537,Altro,Pisa,VA,Valle d'Aosta,Bronze,2025-05-11
AC00538,Gelateria 3NWXRO Cooperativa,10000000538,Bar,Firenze,PR,Emilia-Romagna,Gold,2023-09-20
AC00539,Pizzeria G983AM Cooperativa,10000000539,Bar,Cuneo,CN,Piemonte,Bronze,2023-08-27
AC00540,Pescheria B3LPVO Cooperativa,10000000540,Ristorante,Ravenna,FC,Lombardia,Platinum,2025-03-07
AC00541,Ristorante WCP779 Cooperativa,10000000541,Macelleria,Alessandria,SV,Liguria,Gold,2025-12-16
AC00542,Gelateria 460KHF SPA,10000000542,Gelateria,Aosta,AL,Liguria,Silver,2024-12-16
AC00543,Altro SU4SE2 Cooperativa,10000000543,Gelateria,Savona,CN,Piemonte,Platinum,2024-10-06
AC00544,Pizzeria KYT5GQ SAS,10000000544,Macelleria,Firenze,MI,Emilia-Romagna,Bronze,2022-03-12
AC00545,Ristorante EXIH1X SRL,10000000545,Alimentari,Varese,AT,Emilia-Romagna,Bronze,2024-06-29
AC00546,Bar DPZF76 SAS,10000000546,Catering,Forlì,BS,Toscana,Silver,2023-08-17
AC00547,Alimentari 1HJR6E SAS,10000000547,Bar,Bologna,CN,Lombardia,Silver,2025-10-27
AC00548,Catering ET0DY5 SPA,10000000548,Alimentari,Varese,TO,Emilia-Romagna,Platinum,2023-08-23
AC00549,Bar 71VXNZ SAS,10000000549,Catering,Viareggio,RE,Valle d'Aosta,Bronze,2023-05-29
AC00550,Catering 0NXU43 SRL,10000000550,Catering,Prato,MI,Lombardia,Silver,2022-03-25
