TransactionLineId,TransactionId,ProductId,Category,Quantity,UnitPrice,NetAmount,DiscountPct,IsBundle
TL000025554,T00005723,P00015,Dispensa,5,110.34,496.52,0.1,No
TL000025555,T00005723,P00034,Pesce,4,69.12,276.47,0.0,No
TL000025556,T00005724,P00242,Bevande,2,100.11,170.18,0.15,No
TL000025557,T00005724,P00020,Bevande,6,1.99,10.72,0.1,Yes
TL000025558,T00005724,P00165,Dispensa,5,7.55,37.76,0.0,No
TL000025559,T00005724,P00075,Pesce,1,94.02,94.02,0.0,No
TL000025560,T00005724,P00064,Bevande,2,68.57,137.13,0.0,No
TL000025561,T00005725,P00257,Carni,2,54.15,97.47,0.1,No
TL000025562,T00005725,P00177,Ortofrutta,2,28.81,57.61,0.0,No
TL000025563,T00005725,P00064,Bevande,1,57.73,57.73,0.0,No
TL000025564,T00005725,P00054,Ortofrutta,2,61.27,122.53,0.0,No
TL000025565,T00005726,P00233,Carni,6,13.48,80.87,0.0,No
TL000025566,T00005726,P00188,Pesce,5,78.26,352.17,0.1,No
TL000025567,T00005727,P00243,Bevande,3,75.8,181.92,0.2,No
TL000025568,T00005727,P00033,Latticini,5,13.28,53.12,0.2,No
TL000025569,T00005727,P00133,Bevande,5,26.95,128.0,0.05,No
TL000025570,T00005727,P00012,Vino,7,57.66,403.6,0.0,No
TL000025571,T00005727,P00230,Latticini,5,34.65,138.59,0.2,No
TL000025572,T00005727,P00194,Carni,5,61.48,307.4,0.0,No
TL000025573,T00005728,P00180,Pesce,2,62.99,100.78,0.2,No
TL000025574,T00005728,P00024,Vino,7,89.48,501.08,0.2,No
TL000025575,T00005729,P00112,Pesce,3,51.07,153.2,0.0,No
TL000025576,T00005729,P00113,Bevande,5,40.03,200.17,0.0,No
TL000025577,T00005730,P00260,Carni,2,17.76,35.52,0.0,No
TL000025578,T00005730,P00240,Vino,5,89.02,445.12,0.0,No
TL000025579,T00005730,P00107,Vino,1,85.55,85.55,0.0,No
TL000025580,T00005730,P00204,Vino,3,76.49,229.47,0.0,No
TL000025581,T00005731,P00173,Vino,2,106.22,212.43,0.0,No
TL000025582,T00005732,P00254,Latticini,1,78.19,70.37,0.1,No
TL000025583,T00005733,P00202,Vino,5,106.74,533.68,0.0,No
TL000025584,T00005733,P00057,Latticini,6,122.67,736.02,0.0,Yes
TL000025585,T00005733,P00006,Dispensa,6,103.81,622.86,0.0,No
TL000025586,T00005733,P00218,Ortofrutta,6,5.66,33.98,0.0,Yes
TL000025587,T00005733,P00160,Bevande,5,46.36,231.78,0.0,No
TL000025588,T00005734,P00117,Pesce,3,50.2,135.54,0.1,No
TL000025589,T00005734,P00186,Ortofrutta,5,35.0,174.99,0.0,No
TL000025590,T00005734,P00248,Dispensa,2,98.84,177.91,0.1,No
TL000025591,T00005734,P00055,Surgelati,2,6.7,13.4,0.0,No
TL000025592,T00005734,P00125,Latticini,6,9.0,54.01,0.0,No
TL000025593,T00005734,P00062,Vino,5,86.58,389.63,0.1,No
TL000025594,T00005735,P00060,Dispensa,1,107.07,101.72,0.05,No
TL000025595,T00005735,P00204,Vino,2,85.22,170.43,0.0,No
TL000025596,T00005736,P00190,Bevande,2,100.36,160.58,0.2,No
TL000025597,T00005736,P00209,Bevande,3,20.79,62.36,0.0,No
TL000025598,T00005736,P00069,Bevande,1,25.05,25.05,0.0,No
TL000025599,T00005736,P00101,Latticini,5,8.41,33.64,0.2,No
TL000025600,T00005737,P00191,Dispensa,2,32.02,64.04,0.0,No
TL000025601,T00005737,P00019,Bevande,1,47.56,42.8,0.1,No
TL000025602,T00005737,P00207,Vino,7,7.24,50.67,0.0,No
TL000025603,T00005737,P00173,Vino,1,82.38,82.38,0.0,No
TL000025604,T00005737,P00139,Ortofrutta,4,15.27,58.03,0.05,No
TL000025605,T00005737,P00219,Vino,3,101.31,288.74,0.05,No
TL000025606,T00005737,P00038,Bevande,6,13.38,80.3,0.0,No
TL000025607,T00005737,P00043,Vino,5,59.36,281.96,0.05,No
TL000025608,T00005738,P00215,Bevande,1,62.44,62.44,0.0,No
TL000025609,T00005739,P00137,Vino,7,87.56,490.34,0.2,No
TL000025610,T00005739,P00198,Latticini,3,103.76,249.03,0.2,No
TL000025611,T00005739,P00064,Bevande,7,63.62,445.33,0.0,No
TL000025612,T00005739,P00164,Bevande,6,94.71,511.46,0.1,No
TL000025613,T00005739,P00224,Bevande,7,39.46,248.6,0.1,Yes
TL000025614,T00005739,P00126,Bevande,6,97.26,583.57,0.0,No
TL000025615,T00005739,P00085,Carni,5,57.67,288.33,0.0,No
TL000025616,T00005739,P00050,Bevande,5,7.62,34.27,0.1,No
TL000025617,T00005740,P00243,Bevande,1,87.64,87.64,0.0,Yes
TL000025618,T00005740,P00188,Pesce,5,61.64,292.79,0.05,Yes
TL000025619,T00005740,P00235,Vino,2,111.25,200.25,0.1,No
TL000025620,T00005740,P00141,Ortofrutta,6,34.28,164.54,0.2,No
TL000025621,T00005740,P00166,Latticini,6,18.29,109.74,0.0,No
TL000025622,T00005740,P00240,Vino,1,90.12,72.1,0.2,No
TL000025623,T00005740,P00014,Pesce,2,39.52,63.23,0.2,No
TL000025624,T00005741,P00187,Vino,3,69.54,187.75,0.1,Yes
TL000025625,T00005741,P00012,Vino,5,62.59,266.02,0.15,Yes
TL000025626,T00005741,P00200,Surgelati,4,9.15,36.62,0.0,No
TL000025627,T00005742,P00002,Dispensa,1,54.54,51.81,0.05,No
TL000025628,T00005742,P00217,Vino,6,98.67,592.04,0.0,No
TL000025629,T00005742,P00173,Vino,4,89.84,359.38,0.0,No
TL000025630,T00005742,P00215,Bevande,4,64.39,257.56,0.0,No
TL000025631,T00005742,P00075,Pesce,4,110.17,440.7,0.0,No
TL000025632,T00005742,P00011,Surgelati,2,43.0,86.0,0.0,No
TL000025633,T00005742,P00251,Vino,7,107.16,750.09,0.0,No
TL000025634,T00005743,P00142,Carni,4,36.33,145.32,0.0,No
TL000025635,T00005743,P00063,Carni,4,49.18,186.89,0.05,No
TL000025636,T00005743,P00049,Vino,3,94.29,282.86,0.0,No
TL000025637,T00005743,P00027,Vino,5,85.53,427.64,0.0,No
TL000025638,T00005744,P00100,Ortofrutta,1,85.88,73.0,0.15,No
TL000025639,T00005745,P00174,Carni,5,96.94,460.45,0.05,No
TL000025640,T00005745,P00132,Ortofrutta,3,93.99,281.98,0.0,No
TL000025641,T00005745,P00211,Carni,5,48.63,218.83,0.1,No
TL000025642,T00005745,P00029,Latticini,5,106.71,533.54,0.0,No
TL000025643,T00005745,P00053,Carni,5,75.41,339.36,0.1,No
TL000025644,T00005746,P00132,Ortofrutta,1,88.83,71.06,0.2,Yes
TL000025645,T00005746,P00106,Ortofrutta,6,7.85,40.03,0.15,No
TL000025646,T00005746,P00079,Vino,5,77.67,388.33,0.0,No
TL000025647,T00005746,P00034,Pesce,4,83.95,302.21,0.1,No
TL000025648,T00005746,P00010,Ortofrutta,1,77.32,65.72,0.15,No
TL000025649,T00005746,P00173,Vino,5,107.01,428.02,0.2,No
TL000025650,T00005746,P00240,Vino,3,79.68,239.05,0.0,No
TL000025651,T00005746,P00083,Vino,2,101.54,172.61,0.15,No
TL000025652,T00005747,P00229,Dispensa,4,117.6,423.36,0.1,No
TL000025653,T00005747,P00017,Bevande,2,93.4,168.12,0.1,No
TL000025654,T00005748,P00058,Pesce,4,31.9,114.86,0.1,No
TL000025655,T00005748,P00235,Vino,4,98.83,395.32,0.0,No
TL000025656,T00005748,P00197,Vino,4,95.72,382.88,0.0,Yes
TL000025657,T00005749,P00185,Bevande,3,34.75,83.4,0.2,No
TL000025658,T00005749,P00188,Pesce,6,68.13,367.89,0.1,No
TL000025659,T00005749,P00046,Latticini,5,71.17,355.84,0.0,No
TL000025660,T00005749,P00168,Latticini,6,66.41,318.77,0.2,No
TL000025661,T00005750,P00177,Ortofrutta,1,28.21,28.21,0.0,No
TL000025662,T00005750,P00109,Vino,7,50.46,317.92,0.1,No
TL000025663,T00005750,P00104,Vino,5,79.81,399.03,0.0,No
TL000025664,T00005750,P00216,Latticini,3,28.85,86.55,0.0,No
TL000025665,T00005751,P00102,Bevande,6,67.53,324.13,0.2,No
TL000025666,T00005751,P00257,Carni,1,59.77,50.8,0.15,No
TL000025667,T00005751,P00133,Bevande,5,27.3,136.51,0.0,Yes
TL000025668,T00005751,P00085,Carni,3,51.41,146.53,0.05,No
TL000025669,T00005751,P00046,Latticini,1,84.67,84.67,0.0,No
TL000025670,T00005751,P00062,Vino,7,82.83,463.83,0.2,Yes
TL000025671,T00005751,P00085,Carni,1,52.68,47.41,0.1,No
TL000025672,T00005751,P00069,Bevande,3,22.9,54.95,0.2,No
TL000025673,T00005752,P00255,Latticini,6,47.28,241.12,0.15,No
TL000025674,T00005752,P00215,Bevande,2,67.94,135.87,0.0,Yes
TL000025675,T00005752,P00086,Carni,1,63.12,63.12,0.0,No
TL000025676,T00005752,P00053,Carni,4,68.76,275.03,0.0,No
TL000025677,T00005752,P00237,Vino,4,87.93,298.97,0.15,No
TL000025678,T00005752,P00236,Bevande,1,94.32,89.6,0.05,No
TL000025679,T00005753,P00184,Ortofrutta,5,73.28,366.42,0.0,No
TL000025680,T00005753,P00079,Vino,5,67.29,269.17,0.2,No
TL000025681,T00005753,P00240,Vino,7,75.85,477.85,0.1,No
TL000025682,T00005753,P00173,Vino,4,85.63,342.53,0.0,No
TL000025683,T00005754,P00203,Bevande,7,8.04,56.27,0.0,No
TL000025684,T00005754,P00078,Bevande,4,88.36,335.78,0.05,No
TL000025685,T00005755,P00182,Surgelati,1,49.33,39.47,0.2,No
TL000025686,T00005755,P00167,Carni,7,101.15,708.05,0.0,No
TL000025687,T00005755,P00058,Pesce,5,27.53,137.63,0.0,No
TL000025688,T00005755,P00061,Ortofrutta,4,15.22,57.83,0.05,No
TL000025689,T00005755,P00044,Surgelati,4,99.09,396.37,0.0,No
TL000025690,T00005756,P00007,Ortofrutta,6,114.97,620.82,0.1,No
TL000025691,T00005756,P00257,Carni,4,65.66,262.64,0.0,No
TL000025692,T00005756,P00258,Latticini,3,108.42,292.74,0.1,No
TL000025693,T00005756,P00181,Vino,6,64.06,384.34,0.0,No
TL000025694,T00005757,P00225,Dispensa,3,37.41,106.6,0.05,No
TL000025695,T00005757,P00115,Carni,3,110.08,280.7,0.15,No
TL000025696,T00005757,P00156,Carni,2,99.08,198.17,0.0,No
TL000025697,T00005757,P00239,Ortofrutta,6,22.17,106.42,0.2,No
TL000025698,T00005757,P00098,Pesce,3,54.21,154.5,0.05,No
TL000025699,T00005757,P00122,Pesce,3,56.7,136.09,0.2,No
TL000025700,T00005757,P00244,Carni,1,25.34,25.34,0.0,No
TL000025701,T00005758,P00104,Vino,4,82.32,312.81,0.05,No
TL000025702,T00005758,P00072,Vino,7,5.94,41.56,0.0,No
TL000025703,T00005758,P00166,Latticini,3,17.48,47.19,0.1,No
TL000025704,T00005758,P00039,Vino,7,26.83,178.4,0.05,Yes
TL000025705,T00005758,P00242,Bevande,2,103.23,206.47,0.0,No
TL000025706,T00005758,P00099,Latticini,5,7.7,36.56,0.05,No
TL000025707,T00005758,P00215,Bevande,7,68.65,480.57,0.0,No
TL000025708,T00005759,P00258,Latticini,7,106.22,743.57,0.0,No
TL000025709,T00005760,P00201,Vino,3,25.07,60.18,0.2,No
TL000025710,T00005760,P00064,Bevande,1,57.1,57.1,0.0,No
TL000025711,T00005760,P00139,Ortofrutta,5,15.09,75.46,0.0,No
TL000025712,T00005760,P00206,Pesce,2,109.18,174.69,0.2,No
TL000025713,T00005760,P00057,Latticini,4,99.9,379.64,0.05,No
TL000025714,T00005760,P00247,Vino,6,70.12,378.62,0.1,Yes
TL000025715,T00005761,P00029,Latticini,6,99.27,506.28,0.15,No
TL000025716,T00005761,P00025,Bevande,3,105.37,284.51,0.1,No
TL000025717,T00005761,P00088,Pesce,1,93.99,79.89,0.15,No
TL000025718,T00005761,P00240,Vino,7,80.99,453.55,0.2,No
TL000025719,T00005761,P00224,Bevande,4,38.51,130.94,0.15,No
TL000025720,T00005762,P00080,Latticini,3,97.18,233.24,0.2,No
TL000025721,T00005762,P00246,Pesce,7,33.1,231.68,0.0,No
TL000025722,T00005763,P00019,Bevande,2,46.14,92.28,0.0,No
TL000025723,T00005763,P00028,Dispensa,5,68.9,327.26,0.05,No
TL000025724,T00005763,P00010,Ortofrutta,2,85.7,137.12,0.2,No
TL000025725,T00005763,P00080,Latticini,7,96.34,573.19,0.15,No
TL000025726,T00005763,P00212,Dispensa,3,40.24,120.71,0.0,No
TL000025727,T00005763,P00141,Ortofrutta,4,37.7,135.73,0.1,No
TL000025728,T00005764,P00090,Vino,6,112.68,574.65,0.15,No
TL000025729,T00005764,P00091,Ortofrutta,7,93.54,654.78,0.0,No
TL000025730,T00005764,P00225,Dispensa,5,37.67,178.94,0.05,No
TL000025731,T00005764,P00173,Vino,7,87.87,553.55,0.1,No
TL000025732,T00005764,P00141,Ortofrutta,7,35.94,226.4,0.1,No
TL000025733,T00005764,P00137,Vino,1,92.29,87.68,0.05,No
TL000025734,T00005764,P00248,Dispensa,2,96.08,153.73,0.2,No
TL000025735,T00005765,P00020,Bevande,1,1.97,1.97,0.0,No
TL000025736,T00005765,P00050,Bevande,7,8.48,59.39,0.0,No
TL000025737,T00005765,P00074,Pesce,2,90.97,181.94,0.0,No
TL000025738,T00005765,P00105,Latticini,7,30.69,214.8,0.0,Yes
TL000025739,T00005766,P00193,Pesce,5,114.86,516.85,0.1,No
TL000025740,T00005766,P00014,Pesce,7,37.95,239.1,0.1,No
TL000025741,T00005766,P00029,Latticini,1,88.84,84.39,0.05,No
TL000025742,T00005766,P00141,Ortofrutta,6,32.26,164.54,0.15,No
TL000025743,T00005766,P00152,Pesce,6,100.24,601.42,0.0,No
TL000025744,T00005766,P00046,Latticini,2,79.9,159.8,0.0,No
TL000025745,T00005767,P00001,Bevande,7,53.73,300.89,0.2,No
TL000025746,T00005767,P00169,Carni,1,91.49,91.49,0.0,No
TL000025747,T00005767,P00209,Bevande,2,23.1,43.89,0.05,Yes
TL000025748,T00005767,P00008,Bevande,1,88.26,83.84,0.05,Yes
TL000025749,T00005767,P00006,Dispensa,5,105.28,526.42,0.0,No
TL000025750,T00005767,P00030,Vino,3,31.21,93.63,0.0,No
TL000025751,T00005767,P00061,Ortofrutta,7,16.27,91.12,0.2,No
TL000025752,T00005768,P00239,Ortofrutta,6,28.23,160.9,0.05,No
TL000025753,T00005769,P00141,Ortofrutta,7,35.84,213.27,0.15,No
TL000025754,T00005769,P00103,Carni,5,86.13,409.14,0.05,No
TL000025755,T00005769,P00076,Pesce,3,24.34,73.01,0.0,No
TL000025756,T00005769,P00112,Pesce,7,42.18,295.23,0.0,No
TL000025757,T00005769,P00109,Vino,6,47.54,242.46,0.15,No
TL000025758,T00005769,P00128,Bevande,4,6.14,20.86,0.15,Yes
TL000025759,T00005770,P00206,Pesce,5,106.17,451.2,0.15,No
TL000025760,T00005770,P00183,Bevande,3,7.97,21.51,0.1,No
TL000025761,T00005770,P00133,Bevande,2,31.69,53.86,0.15,No
TL000025762,T00005771,P00115,Carni,7,111.37,779.62,0.0,No
TL000025763,T00005771,P00223,Surgelati,5,9.84,39.35,0.2,No
TL000025764,T00005771,P00144,Pesce,7,104.4,730.81,0.0,No
TL000025765,T00005771,P00078,Bevande,1,96.07,96.07,0.0,No
TL000025766,T00005771,P00206,Pesce,3,113.91,324.65,0.05,No
TL000025767,T00005771,P00146,Latticini,4,22.01,79.23,0.1,No
TL000025768,T00005771,P00021,Surgelati,4,31.03,111.71,0.1,No
TL000025769,T00005771,P00149,Dispensa,1,73.6,66.24,0.1,No
TL000025770,T00005772,P00042,Carni,7,54.96,327.0,0.15,No
TL000025771,T00005772,P00190,Bevande,2,91.45,182.9,0.0,No
TL000025772,T00005772,P00226,Vino,5,11.97,56.87,0.05,No
TL000025773,T00005772,P00104,Vino,5,69.56,347.8,0.0,No
TL000025774,T00005773,P00011,Surgelati,5,41.9,188.54,0.1,No
TL000025775,T00005773,P00079,Vino,1,71.6,68.02,0.05,No
TL000025776,T00005773,P00026,Carni,4,81.48,260.75,0.2,No
TL000025777,T00005773,P00080,Latticini,4,115.45,415.63,0.1,No
TL000025778,T00005773,P00021,Surgelati,3,29.1,78.57,0.1,No
TL000025779,T00005773,P00056,Carni,2,95.05,190.09,0.0,Yes
TL000025780,T00005774,P00030,Vino,3,31.83,95.48,0.0,No
TL000025781,T00005774,P00002,Dispensa,7,52.95,296.49,0.2,No
TL000025782,T00005774,P00101,Latticini,4,8.33,28.32,0.15,Yes
TL000025783,T00005774,P00177,Ortofrutta,4,28.08,89.85,0.2,No
TL000025784,T00005775,P00163,Surgelati,4,50.97,203.9,0.0,No
TL000025785,T00005775,P00042,Carni,1,64.79,61.55,0.05,No
TL000025786,T00005775,P00098,Pesce,3,56.92,162.23,0.05,No
TL000025787,T00005775,P00096,Latticini,6,18.42,88.42,0.2,No
TL000025788,T00005775,P00135,Surgelati,7,13.66,81.3,0.15,No
TL000025789,T00005776,P00035,Bevande,6,101.35,608.09,0.0,No
TL000025790,T00005777,P00154,Latticini,1,54.34,54.34,0.0,No
TL000025791,T00005777,P00102,Bevande,6,62.96,377.73,0.0,No
TL000025792,T00005777,P00154,Latticini,6,55.6,300.23,0.1,No
TL000025793,T00005777,P00016,Bevande,5,5.76,28.78,0.0,No
TL000025794,T00005777,P00218,Ortofrutta,2,5.67,11.34,0.0,No
TL000025795,T00005777,P00044,Surgelati,5,102.19,434.31,0.15,No
TL000025796,T00005778,P00233,Carni,5,12.75,57.39,0.1,No
TL000025797,T00005778,P00151,Bevande,3,68.8,185.76,0.1,No
TL000025798,T00005778,P00041,Bevande,2,11.93,21.47,0.1,No
TL000025799,T00005778,P00129,Vino,1,89.12,75.75,0.15,Yes
TL000025800,T00005779,P00188,Pesce,3,67.65,202.95,0.0,No
TL000025801,T00005779,P00234,Dispensa,2,38.66,77.33,0.0,No
TL000025802,T00005779,P00005,Carni,4,89.08,356.31,0.0,No
TL000025803,T00005779,P00058,Pesce,1,26.24,26.24,0.0,Yes
TL000025804,T00005779,P00061,Ortofrutta,4,14.75,58.98,0.0,No
TL000025805,T00005779,P00141,Ortofrutta,6,35.31,180.07,0.15,No
TL000025806,T00005780,P00018,Pesce,6,54.11,292.17,0.1,No
TL000025807,T00005780,P00112,Pesce,1,46.85,46.85,0.0,No
TL000025808,T00005780,P00239,Ortofrutta,2,27.32,49.17,0.1,No
TL000025809,T00005780,P00233,Carni,6,13.43,80.57,0.0,No
TL000025810,T00005781,P00158,Carni,6,24.89,141.88,0.05,No
TL000025811,T00005781,P00124,Bevande,2,42.51,85.02,0.0,No
TL000025812,T00005782,P00255,Latticini,1,49.13,49.13,0.0,No
TL000025813,T00005782,P00256,Bevande,6,9.78,58.65,0.0,Yes
TL000025814,T00005782,P00083,Vino,6,87.63,499.47,0.05,No
TL000025815,T00005782,P00136,Bevande,2,46.53,93.06,0.0,No
TL000025816,T00005782,P00127,Pesce,3,76.66,195.48,0.15,No
TL000025817,T00005782,P00160,Bevande,6,46.35,278.07,0.0,No
TL000025818,T00005783,P00234,Dispensa,6,32.37,174.79,0.1,No
TL000025819,T00005783,P00246,Pesce,6,38.63,231.76,0.0,Yes
TL000025820,T00005783,P00108,Bevande,5,37.84,189.18,0.0,No
TL000025821,T00005783,P00025,Bevande,4,106.69,426.75,0.0,No
TL000025822,T00005783,P00034,Pesce,7,76.02,478.9,0.1,No
TL000025823,T00005783,P00088,Pesce,1,90.26,72.21,0.2,No
TL000025824,T00005783,P00182,Surgelati,4,43.41,156.28,0.1,No
TL000025825,T00005783,P00161,Vino,5,48.04,192.17,0.2,No
TL000025826,T00005784,P00087,Pesce,4,7.74,27.86,0.1,No
TL000025827,T00005784,P00260,Carni,1,18.15,15.43,0.15,No
TL000025828,T00005784,P00022,Vino,5,124.18,589.86,0.05,Yes
TL000025829,T00005784,P00093,Ortofrutta,2,85.32,136.52,0.2,No
TL000025830,T00005784,P00192,Dispensa,1,23.78,23.78,0.0,No
TL000025831,T00005785,P00181,Vino,6,56.77,340.6,0.0,No
TL000025832,T00005785,P00226,Vino,2,9.84,19.67,0.0,No
TL000025833,T00005786,P00176,Dispensa,3,64.91,194.74,0.0,No
TL000025834,T00005786,P00066,Surgelati,4,31.1,118.18,0.05,No
TL000025835,T00005786,P00070,Vino,7,61.58,366.41,0.15,No
TL000025836,T00005787,P00096,Latticini,3,19.17,57.5,0.0,No
TL000025837,T00005787,P00199,Pesce,5,108.06,459.24,0.15,No
TL000025838,T00005787,P00258,Latticini,1,93.56,93.56,0.0,No
TL000025839,T00005787,P00001,Bevande,3,51.48,138.98,0.1,No
TL000025840,T00005787,P00178,Surgelati,7,21.84,145.25,0.05,No
TL000025841,T00005788,P00043,Vino,4,55.83,189.82,0.15,No
TL000025842,T00005788,P00245,Dispensa,2,105.0,199.49,0.05,No
TL000025843,T00005788,P00110,Vino,3,9.4,26.8,0.05,No
TL000025844,T00005788,P00180,Pesce,7,49.3,345.12,0.0,No
TL000025845,T00005788,P00197,Vino,1,100.62,95.58,0.05,No
TL000025846,T00005789,P00257,Carni,6,63.08,378.5,0.0,No
TL000025847,T00005789,P00150,Vino,2,97.4,194.79,0.0,No
TL000025848,T00005789,P00209,Bevande,7,22.82,143.78,0.1,Yes
TL000025849,T00005789,P00021,Surgelati,3,34.72,83.33,0.2,No
TL000025850,T00005789,P00166,Latticini,6,15.8,94.8,0.0,No
TL000025851,T00005790,P00172,Surgelati,6,20.02,120.09,0.0,No
TL000025852,T00005790,P00225,Dispensa,3,34.46,103.37,0.0,Yes
TL000025853,T00005791,P00259,Pesce,1,12.25,9.8,0.2,No
TL000025854,T00005791,P00145,Bevande,7,14.33,95.31,0.05,No
TL000025855,T00005791,P00115,Carni,4,105.49,421.98,0.0,No
TL000025856,T00005791,P00245,Dispensa,5,96.39,481.96,0.0,No
TL000025857,T00005791,P00240,Vino,6,76.11,388.15,0.15,No
TL000025858,T00005791,P00233,Carni,5,15.06,75.31,0.0,No
TL000025859,T00005791,P00195,Dispensa,1,8.4,8.4,0.0,Yes
TL000025860,T00005791,P00056,Carni,3,105.75,301.4,0.05,No
TL000025861,T00005792,P00068,Latticini,1,33.85,30.47,0.1,No
TL000025862,T00005792,P00260,Carni,2,16.5,28.05,0.15,No
TL000025863,T00005792,P00020,Bevande,6,1.77,9.05,0.15,No
TL000025864,T00005792,P00070,Vino,3,60.04,162.11,0.1,No
TL000025865,T00005792,P00041,Bevande,4,9.77,39.08,0.0,No
TL000025866,T00005792,P00165,Dispensa,5,8.33,37.5,0.1,No
TL000025867,T00005792,P00107,Vino,2,102.7,174.59,0.15,No
TL000025868,T00005792,P00058,Pesce,2,29.66,56.35,0.05,No
TL000025869,T00005793,P00260,Carni,5,16.76,83.78,0.0,No
TL000025870,T00005793,P00197,Vino,6,108.7,652.21,0.0,No
TL000025871,T00005793,P00232,Pesce,5,106.15,530.73,0.0,No
TL000025872,T00005793,P00003,Bevande,1,52.95,52.95,0.0,No
TL000025873,T00005793,P00230,Latticini,1,32.0,28.8,0.1,No
TL000025874,T00005793,P00192,Dispensa,2,22.66,43.05,0.05,No
TL000025875,T00005794,P00229,Dispensa,3,109.19,327.58,0.0,No
TL000025876,T00005794,P00231,Latticini,4,4.98,19.9,0.0,No
TL000025877,T00005794,P00059,Latticini,4,27.37,109.49,0.0,No
TL000025878,T00005794,P00203,Bevande,4,7.97,25.5,0.2,No
TL000025879,T00005794,P00122,Pesce,6,60.0,323.98,0.1,Yes
TL000025880,T00005794,P00021,Surgelati,7,32.35,215.1,0.05,No
TL000025881,T00005794,P00153,Carni,1,92.18,82.96,0.1,No
TL000025882,T00005795,P00065,Pesce,6,67.44,343.95,0.15,No
TL000025883,T00005795,P00149,Dispensa,3,66.87,180.54,0.1,No
TL000025884,T00005795,P00116,Carni,1,20.3,17.26,0.15,No
TL000025885,T00005796,P00157,Bevande,2,47.79,76.46,0.2,No
TL000025886,T00005796,P00057,Latticini,4,126.01,453.63,0.1,No
TL000025887,T00005796,P00047,Dispensa,2,23.15,46.29,0.0,No
TL000025888,T00005796,P00118,Dispensa,7,90.78,635.43,0.0,No
TL000025889,T00005796,P00190,Bevande,4,90.75,363.0,0.0,No
TL000025890,T00005796,P00178,Surgelati,1,20.89,16.71,0.2,No
TL000025891,T00005797,P00136,Bevande,1,52.09,49.48,0.05,No
TL000025892,T00005797,P00257,Carni,5,63.02,315.1,0.0,No
TL000025893,T00005797,P00215,Bevande,1,69.51,66.04,0.05,No
TL000025894,T00005797,P00176,Dispensa,2,69.83,139.66,0.0,No
TL000025895,T00005797,P00011,Surgelati,7,39.05,259.65,0.05,No
TL000025896,T00005797,P00054,Ortofrutta,2,53.68,107.35,0.0,No
TL000025897,T00005797,P00201,Vino,2,30.61,61.21,0.0,No
TL000025898,T00005798,P00072,Vino,2,5.54,8.86,0.2,No
TL000025899,T00005798,P00177,Ortofrutta,6,26.36,158.14,0.0,No
TL000025900,T00005798,P00167,Carni,1,102.25,81.8,0.2,No
TL000025901,T00005798,P00245,Dispensa,3,100.88,302.65,0.0,No
TL000025902,T00005798,P00166,Latticini,6,17.2,103.17,0.0,No
TL000025903,T00005798,P00153,Carni,3,82.76,248.29,0.0,No
TL000025904,T00005798,P00056,Carni,3,107.78,307.17,0.05,No
TL000025905,T00005799,P00087,Pesce,3,6.78,20.35,0.0,No
TL000025906,T00005799,P00175,Carni,7,96.19,639.64,0.05,No
TL000025907,T00005799,P00240,Vino,1,95.47,90.7,0.05,No
TL000025908,T00005799,P00010,Ortofrutta,3,89.79,269.37,0.0,No
TL000025909,T00005799,P00142,Carni,7,39.68,277.73,0.0,No
TL000025910,T00005800,P00104,Vino,4,85.86,343.43,0.0,No
TL000025911,T00005800,P00006,Dispensa,7,103.22,722.57,0.0,No
TL000025912,T00005800,P00024,Vino,2,82.24,164.48,0.0,No
TL000025913,T00005800,P00202,Vino,2,109.78,208.58,0.05,No
TL000025914,T00005800,P00252,Dispensa,1,84.31,75.88,0.1,No
TL000025915,T00005800,P00162,Carni,5,4.12,20.6,0.0,No
TL000025916,T00005800,P00118,Dispensa,7,82.13,546.14,0.05,No
TL000025917,T00005800,P00233,Carni,6,14.89,89.37,0.0,No
TL000025918,T00005801,P00164,Bevande,2,106.43,170.29,0.2,Yes
TL000025919,T00005801,P00166,Latticini,7,18.85,131.94,0.0,No
TL000025920,T00005801,P00095,Pesce,1,81.47,81.47,0.0,No
TL000025921,T00005801,P00245,Dispensa,3,118.17,354.5,0.0,No
TL000025922,T00005801,P00124,Bevande,4,50.31,160.99,0.2,No
TL000025923,T00005802,P00011,Surgelati,7,39.66,263.71,0.05,No
TL000025924,T00005802,P00161,Vino,6,50.62,303.73,0.0,No
TL000025925,T00005802,P00047,Dispensa,1,18.63,18.63,0.0,No
TL000025926,T00005802,P00227,Bevande,6,53.14,318.85,0.0,No
TL000025927,T00005802,P00221,Surgelati,7,56.22,393.54,0.0,No
TL000025928,T00005802,P00188,Pesce,4,73.98,295.91,0.0,Yes
TL000025929,T00005802,P00141,Ortofrutta,5,35.64,178.21,0.0,No
TL000025930,T00005803,P00175,Carni,3,85.36,256.08,0.0,No
TL000025931,T00005803,P00063,Carni,2,54.1,86.55,0.2,No
TL000025932,T00005803,P00177,Ortofrutta,5,29.08,123.59,0.15,No
TL000025933,T00005803,P00166,Latticini,7,18.42,128.97,0.0,No
TL000025934,T00005803,P00186,Ortofrutta,5,30.08,142.88,0.05,No
TL000025935,T00005804,P00016,Bevande,1,7.1,7.1,0.0,No
TL000025936,T00005804,P00218,Ortofrutta,7,5.04,35.27,0.0,No
TL000025937,T00005805,P00247,Vino,7,75.77,503.88,0.05,No
