TransactionId,TransactionDateTime,StoreId,ContactId,AnonymousShopperId,Amount,Date,PaymentMethod,BasketSize,IsPromo,Channel
T00007204,2025-10-26 21:00:00,ST010,CT000272,,162.15,2025-10-26,Card,1,Yes,InStore
T00007205,2026-01-28 16:00:00,ST006,CT000213,,2091.64,2026-01-28,Cash,5,No,InStore
T00007206,2025-01-08 20:00:00,ST009,CT000853,,2135.61,2025-01-08,Card,8,No,InStore
T00007207,2025-08-20 14:00:00,ST019,CT000548,,477.01,2025-08-20,Card,3,Yes,InStore
T00007208,2025-06-26 22:00:00,ST014,,AN000799,675.93,2025-06-26,Card,4,Yes,InStore
T00007209,2025-07-28 08:00:00,ST013,CT000756,,1129.92,2025-07-28,Invoice,5,No,Online
T00007210,2025-02-15 10:00:00,ST001,CT001269,,680.7,2025-02-15,Invoice,5,No,InStore
T00007211,2025-08-24 20:00:00,ST022,CT000758,,1597.06,2025-08-24,Card,7,Yes,InStore
T00007212,2025-03-04 18:00:00,ST005,CT000524,,8.77,2025-03-04,Card,1,Yes,InStore
T00007213,2025-01-09 00:00:00,ST012,CT000342,,1123.06,2025-01-09,Card,7,No,Online
T00007214,2025-06-06 20:00:00,ST012,CT000272,,1074.56,2025-06-06,Card,8,No,InStore
T00007215,2025-01-21 10:00:00,ST015,CT000850,,1283.38,2025-01-21,Card,6,No,InStore
T00007216,2026-01-10 17:00:00,ST016,,AN000895,1750.55,2026-01-10,Cash,8,No,InStore
T00007217,2025-12-30 07:00:00,ST021,CT000235,,1253.11,2025-12-30,Card,8,Yes,InStore
T00007218,2025-09-01 23:00:00,ST019,CT001121,,498.96,2025-09-01,Invoice,5,No,InStore
T00007219,2026-01-13 23:00:00,ST015,CT001225,,1123.56,2026-01-13,Invoice,8,No,InStore
T00007220,2025-05-31 10:00:00,ST022,CT000937,,1924.82,2025-05-31,Card,6,No,InStore
T00007221,2025-05-20 06:00:00,ST001,CT000303,,1455.48,2025-05-20,Card,8,No,InStore
T00007222,2025-11-02 13:00:00,ST020,,AN000595,1171.55,2025-11-02,Card,6,Yes,InStore
T00007223,2026-02-06 15:00:00,ST001,CT001319,,328.25,2026-02-06,Card,3,Yes,InStore
T00007224,2025-05-29 16:00:00,ST009,,AN000856,729.47,2025-05-29,Card,4,No,InStore
T00007225,2025-10-08 13:00:00,ST006,CT001292,,409.78,2025-10-08,Card,2,No,InStore
T00007226,2026-01-30 15:00:00,ST008,CT000475,,341.03,2026-01-30,Invoice,4,No,InStore
T00007227,2025-01-15 03:00:00,ST022,CT000697,,353.85,2025-01-15,Invoice,4,No,InStore
T00007228,2025-10-26 10:00:00,ST008,CT000804,,1053.44,2025-10-26,Invoice,5,No,InStore
T00007229,2025-01-30 04:00:00,ST021,CT001265,,759.93,2025-01-30,Cash,3,No,InStore
T00007230,2025-06-23 02:00:00,ST009,CT000856,,1812.37,2025-06-23,Invoice,7,Yes,InStore
T00007231,2025-02-15 04:00:00,ST016,CT000003,,741.25,2025-02-15,Card,4,Yes,InStore
T00007232,2025-09-06 13:00:00,ST019,,AN000803,1075.59,2025-09-06,Cash,7,No,InStore
T00007233,2025-08-24 10:00:00,ST014,CT000144,,1749.99,2025-08-24,Cash,6,Yes,InStore
T00007234,2025-04-27 20:00:00,ST018,CT000526,,1525.88,2025-04-27,Invoice,8,Yes,InStore
T00007235,2025-03-10 00:00:00,ST019,CT000883,,1224.33,2025-03-10,Card,8,No,Online
T00007236,2025-08-29 14:00:00,ST008,,AN000308,734.18,2025-08-29,Invoice,7,No,InStore
T00007237,2025-11-12 11:00:00,ST016,CT000615,,851.92,2025-11-12,Cash,4,No,InStore
T00007238,2025-08-13 07:00:00,ST014,CT000691,,187.45,2025-08-13,Cash,4,No,InStore
T00007239,2025-09-15 08:00:00,ST004,CT000767,,1143.41,2025-09-15,Card,5,No,InStore
T00007240,2025-02-02 18:00:00,ST014,CT001270,,305.74,2025-02-02,Invoice,2,No,InStore
T00007241,2025-04-08 18:00:00,ST011,CT000707,,416.22,2025-04-08,Invoice,3,No,InStore
T00007242,2025-06-10 18:00:00,ST015,CT000259,,785.53,2025-06-10,Cash,5,No,InStore
T00007243,2025-06-01 21:00:00,ST015,CT000520,,1341.59,2025-06-01,Card,7,Yes,InStore
T00007244,2025-12-22 16:00:00,ST019,CT000488,,272.39,2025-12-22,Card,2,No,InStore
T00007245,2025-07-07 15:00:00,ST017,,AN000630,2215.64,2025-07-07,Card,8,Yes,InStore
T00007246,2025-04-07 14:00:00,ST002,CT000068,,1177.9,2025-04-07,Cash,8,No,InStore
T00007247,2025-12-23 14:00:00,ST012,,AN000816,251.0,2025-12-23,Card,2,No,InStore
T00007248,2025-06-27 22:00:00,ST003,,AN000858,2588.9,2025-06-27,Card,8,No,InStore
T00007249,2025-11-14 16:00:00,ST002,,AN000170,1590.7,2025-11-14,Card,6,No,InStore
T00007250,2025-10-11 19:00:00,ST016,CT001091,,1638.98,2025-10-11,Invoice,8,No,InStore
T00007251,2026-02-07 19:00:00,ST017,CT000795,,1453.92,2026-02-07,Cash,5,No,InStore
T00007252,2025-09-23 11:00:00,ST007,CT000127,,414.62,2025-09-23,Cash,4,Yes,InStore
T00007253,2025-01-15 08:00:00,ST002,CT000854,,1232.95,2025-01-15,Card,7,No,InStore
T00007254,2025-02-14 06:00:00,ST012,CT001246,,481.14,2025-02-14,Card,2,Yes,Click&Collect
T00007255,2025-08-16 10:00:00,ST019,CT000644,,623.63,2025-08-16,Card,4,Yes,InStore
T00007256,2025-03-22 16:00:00,ST019,CT000788,,950.8,2025-03-22,Card,5,No,Online
T00007257,2025-04-18 10:00:00,ST004,CT000538,,324.81,2025-04-18,Card,2,No,InStore
T00007258,2025-06-28 03:00:00,ST021,CT000611,,1430.65,2025-06-28,Card,5,Yes,Online
T00007259,2025-04-10 06:00:00,ST008,,AN000069,1471.37,2025-04-10,Card,7,No,InStore
T00007260,2025-09-22 13:00:00,ST020,CT001434,,146.14,2025-09-22,Invoice,1,No,InStore
T00007261,2025-03-10 01:00:00,ST015,CT001301,,581.28,2025-03-10,Cash,1,No,InStore
T00007262,2025-11-16 09:00:00,ST013,CT000549,,192.67,2025-11-16,Card,2,No,InStore
T00007263,2025-12-13 08:00:00,ST019,CT000140,,954.84,2025-12-13,Cash,5,No,InStore
T00007264,2025-12-15 13:00:00,ST001,CT000331,,1814.39,2025-12-15,Cash,8,No,InStore
T00007265,2025-09-10 20:00:00,ST007,CT000240,,117.77,2025-09-10,Card,2,No,InStore
T00007266,2025-07-18 03:00:00,ST003,CT000610,,958.72,2025-07-18,Card,6,Yes,InStore
T00007267,2025-01-07 15:00:00,ST018,CT000466,,1452.18,2025-01-07,Cash,6,No,InStore
T00007268,2025-03-10 14:00:00,ST008,CT000015,,714.52,2025-03-10,Card,7,No,InStore
T00007269,2025-04-15 12:00:00,ST010,CT001169,,1784.26,2025-04-15,Card,5,No,InStore
T00007270,2025-08-18 19:00:00,ST002,CT001095,,2027.48,2025-08-18,Cash,8,Yes,InStore
T00007271,2025-07-29 17:00:00,ST003,CT000799,,1525.8,2025-07-29,Card,4,Yes,InStore
T00007272,2025-10-01 02:00:00,ST008,CT000142,,490.39,2025-10-01,Card,3,No,InStore
T00007273,2025-01-22 21:00:00,ST013,CT001490,,259.31,2025-01-22,Invoice,5,Yes,InStore
T00007274,2025-07-11 15:00:00,ST014,CT000004,,2366.23,2025-07-11,Cash,8,No,Online
T00007275,2025-11-16 17:00:00,ST005,CT001449,,413.71,2025-11-16,Cash,1,No,InStore
T00007276,2025-12-12 03:00:00,ST007,CT001246,,889.09,2025-12-12,Cash,6,No,InStore
T00007277,2025-10-09 19:00:00,ST021,,AN000246,1271.74,2025-10-09,Card,8,Yes,InStore
T00007278,2025-10-25 20:00:00,ST011,CT000319,,1318.03,2025-10-25,Cash,6,No,InStore
T00007279,2025-10-27 23:00:00,ST012,CT000721,,1073.87,2025-10-27,Card,6,Yes,InStore
T00007280,2025-10-26 06:00:00,ST009,CT000054,,35.75,2025-10-26,Cash,1,Yes,InStore
T00007281,2025-12-06 15:00:00,ST022,,AN000024,760.94,2025-12-06,Card,7,No,InStore
T00007282,2026-01-01 18:00:00,ST011,CT000786,,1231.44,2026-01-01,Card,6,No,InStore
T00007283,2025-04-17 14:00:00,ST017,CT000937,,11.38,2025-04-17,Invoice,1,No,Online
T00007284,2026-02-12 07:00:00,ST004,CT001096,,402.38,2026-02-12,Invoice,5,No,InStore
T00007285,2025-05-23 02:00:00,ST014,,AN000572,662.81,2025-05-23,Card,3,No,Online
T00007286,2025-05-08 00:00:00,ST020,CT001078,,105.61,2025-05-08,Card,1,No,Online
T00007287,2025-05-28 08:00:00,ST014,CT001490,,614.6,2025-05-28,Card,5,No,InStore
T00007288,2025-07-09 09:00:00,ST019,CT001216,,1845.81,2025-07-09,Card,6,No,InStore
T00007289,2025-05-24 23:00:00,ST022,CT000470,,908.15,2025-05-24,Card,4,No,Online
T00007290,2025-10-17 00:00:00,ST022,CT000380,,743.09,2025-10-17,Card,2,No,InStore
T00007291,2025-02-11 12:00:00,ST012,CT000751,,349.83,2025-02-11,Card,3,No,InStore
T00007292,2025-12-29 02:00:00,ST005,,AN000427,1895.92,2025-12-29,Invoice,8,No,InStore
T00007293,2026-01-16 11:00:00,ST007,CT000287,,758.66,2026-01-16,Card,1,Yes,InStore
T00007294,2025-05-23 04:00:00,ST009,,AN000661,1418.54,2025-05-23,Card,8,No,InStore
T00007295,2025-06-02 06:00:00,ST012,CT001341,,571.38,2025-06-02,Card,2,Yes,InStore
T00007296,2025-09-03 23:00:00,ST006,,AN000055,1515.08,2025-09-03,Card,6,No,InStore
T00007297,2025-06-18 14:00:00,ST017,CT000392,,1752.9,2025-06-18,Card,7,No,InStore
T00007298,2025-11-20 04:00:00,ST013,CT000935,,104.62,2025-11-20,Card,1,No,InStore
T00007299,2025-01-17 20:00:00,ST010,CT000114,,702.9,2025-01-17,Card,4,Yes,Online
T00007300,2025-12-08 09:00:00,ST019,CT000108,,1315.74,2025-12-08,Card,5,No,InStore
T00007301,2025-03-22 02:00:00,ST007,CT000677,,869.71,2025-03-22,Invoice,4,No,Online
T00007302,2025-07-23 18:00:00,ST007,CT000681,,1162.72,2025-07-23,Card,8,Yes,InStore
T00007303,2025-03-05 19:00:00,ST012,CT000254,,42.25,2025-03-05,Cash,1,No,InStore
T00007304,2025-04-06 11:00:00,ST022,CT000628,,1862.49,2025-04-06,Card,7,No,InStore
T00007305,2025-08-06 16:00:00,ST020,CT001013,,1322.75,2025-08-06,Card,6,No,InStore
T00007306,2025-02-12 20:00:00,ST012,CT000352,,1231.73,2025-02-12,Card,4,No,InStore
T00007307,2025-12-08 03:00:00,ST003,,AN000294,451.34,2025-12-08,Cash,3,No,Online
T00007308,2025-07-07 08:00:00,ST012,CT000546,,998.84,2025-07-07,Invoice,5,No,InStore
T00007309,2026-01-24 13:00:00,ST010,,AN000708,2155.37,2026-01-24,Card,8,No,InStore
T00007310,2025-12-06 11:00:00,ST019,CT001345,,1190.97,2025-12-06,Card,5,No,InStore
T00007311,2025-05-20 11:00:00,ST019,CT001025,,768.01,2025-05-20,Cash,5,No,InStore
T00007312,2025-09-27 13:00:00,ST005,CT000704,,1766.86,2025-09-27,Cash,7,Yes,InStore
T00007313,2025-06-23 05:00:00,ST011,,AN000445,325.69,2025-06-23,Card,3,No,InStore
T00007314,2025-09-24 16:00:00,ST015,CT000315,,929.12,2025-09-24,Card,7,No,InStore
T00007315,2025-02-04 06:00:00,ST011,,AN000349,680.55,2025-02-04,Invoice,7,No,InStore
T00007316,2026-01-12 19:00:00,ST016,CT000870,,1059.42,2026-01-12,Invoice,6,No,InStore
T00007317,2025-08-12 20:00:00,ST006,,AN000895,1014.19,2025-08-12,Card,4,No,Online
T00007318,2025-02-03 11:00:00,ST008,CT000543,,823.7,2025-02-03,Card,3,No,InStore
T00007319,2025-12-23 01:00:00,ST006,,AN000478,742.1,2025-12-23,Card,6,No,InStore
T00007320,2025-05-19 08:00:00,ST009,CT001271,,355.01,2025-05-19,Invoice,2,No,Click&Collect
T00007321,2025-07-25 00:00:00,ST012,CT000631,,186.24,2025-07-25,Cash,1,No,InStore
T00007322,2025-06-09 06:00:00,ST008,,AN000189,652.42,2025-06-09,Cash,2,No,InStore
T00007323,2025-12-31 12:00:00,ST008,,AN000249,462.71,2025-12-31,Cash,3,No,InStore
T00007324,2025-12-06 19:00:00,ST003,CT000879,,78.86,2025-12-06,Invoice,1,No,InStore
T00007325,2025-02-28 22:00:00,ST019,CT000823,,1250.34,2025-02-28,Cash,5,No,InStore
T00007326,2025-02-06 12:00:00,ST002,CT001358,,410.08,2025-02-06,Card,1,No,InStore
T00007327,2025-09-19 02:00:00,ST009,CT000950,,1103.98,2025-09-19,Cash,6,Yes,InStore
T00007328,2025-10-15 20:00:00,ST018,CT000255,,645.62,2025-10-15,Card,4,Yes,InStore
T00007329,2025-04-30 11:00:00,ST007,,AN000391,78.49,2025-04-30,Card,1,No,InStore
T00007330,2025-04-17 04:00:00,ST012,CT000058,,1834.57,2025-04-17,Invoice,8,No,InStore
T00007331,2025-05-06 13:00:00,ST019,,AN000074,1033.57,2025-05-06,Card,5,No,InStore
T00007332,2025-10-16 15:00:00,ST018,,AN000121,1537.96,2025-10-16,Invoice,7,No,InStore
T00007333,2025-04-24 16:00:00,ST010,,AN000207,309.42,2025-04-24,Card,2,No,InStore
T00007334,2025-06-28 13:00:00,ST001,CT000331,,1184.52,2025-06-28,Card,8,No,Online
T00007335,2025-08-11 20:00:00,ST009,CT000417,,640.33,2025-08-11,Card,6,No,InStore
T00007336,2025-09-27 09:00:00,ST013,CT000833,,577.29,2025-09-27,Card,5,No,InStore
T00007337,2026-01-07 23:00:00,ST008,,AN000221,979.75,2026-01-07,Card,3,Yes,InStore
T00007338,2025-12-31 20:00:00,ST016,CT000680,,414.84,2025-12-31,Invoice,3,Yes,InStore
T00007339,2025-06-11 11:00:00,ST018,,AN000099,819.47,2025-06-11,Card,4,No,InStore
T00007340,2025-04-12 05:00:00,ST006,CT000454,,534.38,2025-04-12,Card,4,Yes,InStore
T00007341,2025-12-29 03:00:00,ST019,,AN000720,2301.42,2025-12-29,Card,8,No,InStore
T00007342,2025-09-20 16:00:00,ST002,CT001151,,692.35,2025-09-20,Card,4,No,InStore
T00007343,2025-12-06 01:00:00,ST011,,AN000526,1573.31,2025-12-06,Cash,8,Yes,InStore
T00007344,2025-01-03 06:00:00,ST021,CT000294,,942.34,2025-01-03,Card,8,No,InStore
T00007345,2026-01-30 08:00:00,ST005,CT000530,,2600.89,2026-01-30,Card,8,No,InStore
T00007346,2025-08-18 00:00:00,ST018,CT000840,,8.38,2025-08-18,Invoice,1,Yes,InStore
T00007347,2025-06-10 07:00:00,ST012,CT001003,,2199.91,2025-06-10,Cash,7,No,InStore
T00007348,2026-01-16 15:00:00,ST003,CT000105,,1494.3,2026-01-16,Card,7,No,InStore
T00007349,2025-04-09 01:00:00,ST001,CT000172,,310.15,2025-04-09,Card,2,No,InStore
T00007350,2025-06-06 19:00:00,ST010,CT000124,,2348.05,2025-06-06,Cash,8,No,InStore
T00007351,2025-03-10 07:00:00,ST010,CT000616,,35.88,2025-03-10,Card,1,No,InStore
T00007352,2026-01-11 01:00:00,ST015,,AN000879,1721.39,2026-01-11,Card,6,Yes,InStore
T00007353,2025-01-26 14:00:00,ST007,CT000570,,1415.14,2025-01-26,Cash,5,No,Click&Collect
T00007354,2025-04-12 11:00:00,ST019,CT000781,,14.54,2025-04-12,Cash,1,Yes,InStore
T00007355,2025-04-02 05:00:00,ST016,,AN000478,920.27,2025-04-02,Card,7,No,InStore
T00007356,2025-02-27 21:00:00,ST008,,AN000282,693.17,2025-02-27,Card,3,No,InStore
T00007357,2025-03-04 05:00:00,ST006,CT000502,,1773.64,2025-03-04,Card,6,No,InStore
T00007358,2025-08-14 14:00:00,ST019,CT001053,,453.34,2025-08-14,Card,4,No,InStore
T00007359,2025-03-31 07:00:00,ST017,,AN000401,50.81,2025-03-31,Card,1,Yes,InStore
T00007360,2025-04-10 01:00:00,ST013,,AN000216,497.23,2025-04-10,Card,1,No,InStore
T00007361,2025-07-17 02:00:00,ST007,,AN000476,861.8,2025-07-17,Cash,3,No,InStore
T00007362,2025-11-02 16:00:00,ST015,CT000769,,17.22,2025-11-02,Invoice,1,No,InStore
T00007363,2025-05-04 09:00:00,ST001,,AN000048,2435.16,2025-05-04,Cash,7,No,InStore
T00007364,2025-07-24 18:00:00,ST019,,AN000105,168.1,2025-07-24,Card,1,Yes,InStore
T00007365,2025-11-14 12:00:00,ST002,CT000201,,99.27,2025-11-14,Card,1,No,InStore
T00007366,2025-04-05 12:00:00,ST016,CT000280,,119.03,2025-04-05,Cash,2,Yes,InStore
T00007367,2026-01-12 03:00:00,ST015,CT000748,,88.71,2026-01-12,Card,3,Yes,InStore
T00007368,2025-09-06 09:00:00,ST022,,AN000058,213.84,2025-09-06,Card,1,No,InStore
T00007369,2025-12-11 12:00:00,ST002,CT000728,,327.42,2025-12-11,Card,2,No,InStore
T00007370,2025-10-24 02:00:00,ST019,CT000434,,1667.61,2025-10-24,Invoice,6,Yes,InStore
T00007371,2025-10-08 23:00:00,ST011,CT001490,,116.83,2025-10-08,Cash,2,No,InStore
T00007372,2025-12-19 23:00:00,ST013,CT001351,,1883.28,2025-12-19,Card,8,No,InStore
T00007373,2025-02-25 17:00:00,ST001,CT001259,,2315.94,2025-02-25,Card,7,No,InStore
T00007374,2025-04-20 08:00:00,ST022,CT000845,,2066.96,2025-04-20,Card,7,Yes,InStore
T00007375,2026-01-10 04:00:00,ST006,CT000186,,1017.16,2026-01-10,Card,5,No,InStore
T00007376,2025-10-22 18:00:00,ST021,CT000778,,74.75,2025-10-22,Invoice,2,Yes,InStore
T00007377,2026-01-16 17:00:00,ST012,CT000476,,1258.1,2026-01-16,Card,7,Yes,InStore
T00007378,2025-09-25 13:00:00,ST021,CT001446,,1987.35,2025-09-25,Invoice,7,No,InStore
T00007379,2025-04-19 06:00:00,ST011,CT000001,,525.54,2025-04-19,Cash,2,No,InStore
T00007380,2025-03-07 08:00:00,ST009,CT001410,,1378.88,2025-03-07,Card,2,No,InStore
T00007381,2025-04-16 03:00:00,ST009,CT000068,,1527.87,2025-04-16,Cash,7,No,InStore
T00007382,2025-06-18 08:00:00,ST009,CT000365,,782.26,2025-06-18,Cash,4,No,InStore
T00007383,2025-07-06 02:00:00,ST003,CT000312,,88.97,2025-07-06,Cash,2,Yes,Online
T00007384,2025-12-17 11:00:00,ST008,CT000923,,736.35,2025-12-17,Invoice,3,No,InStore
T00007385,2026-01-08 17:00:00,ST009,CT001336,,1127.37,2026-01-08,Card,5,No,InStore
T00007386,2025-09-03 23:00:00,ST011,CT001430,,55.51,2025-09-03,Card,1,Yes,InStore
T00007387,2025-03-17 00:00:00,ST019,CT000487,,699.01,2025-03-17,Card,3,No,Click&Collect
T00007388,2025-09-12 08:00:00,ST015,,AN000234,1207.59,2025-09-12,Card,5,No,InStore
T00007389,2025-07-02 13:00:00,ST010,CT000484,,577.32,2025-07-02,Card,5,Yes,InStore
T00007390,2025-11-27 02:00:00,ST001,CT001180,,511.65,2025-11-27,Invoice,5,Yes,InStore
T00007391,2025-11-04 17:00:00,ST003,,AN000251,1681.77,2025-11-04,Card,8,Yes,InStore
T00007392,2026-01-06 05:00:00,ST001,,AN000127,399.32,2026-01-06,Card,2,No,InStore
T00007393,2026-01-11 20:00:00,ST013,,AN000535,1713.29,2026-01-11,Invoice,8,No,InStore
T00007394,2026-01-25 20:00:00,ST001,CT000922,,923.07,2026-01-25,Card,5,No,InStore
T00007395,2025-11-16 00:00:00,ST008,,AN000022,1901.64,2025-11-16,Card,5,No,InStore
T00007396,2025-02-17 22:00:00,ST016,,AN000196,1358.54,2025-02-17,Invoice,7,No,InStore
T00007397,2025-05-19 15:00:00,ST021,CT000054,,268.45,2025-05-19,Card,1,No,InStore
T00007398,2026-01-04 18:00:00,ST020,,AN000541,42.6,2026-01-04,Card,1,No,InStore
T00007399,2025-10-08 01:00:00,ST022,CT000777,,1217.98,2025-10-08,Card,7,No,Online
T00007400,2025-01-27 02:00:00,ST003,CT001097,,1397.05,2025-01-27,Cash,5,No,InStore
T00007401,2025-08-21 20:00:00,ST020,CT001328,,321.31,2025-08-21,Invoice,4,No,InStore
T00007402,2025-09-08 05:00:00,ST016,CT000169,,552.28,2025-09-08,Card,2,No,InStore
T00007403,2025-08-05 01:00:00,ST019,,AN000340,473.15,2025-08-05,Cash,2,No,InStore
T00007404,2025-05-10 20:00:00,ST018,CT000763,,1849.42,2025-05-10,Invoice,7,No,Click&Collect
T00007405,2025-05-14 15:00:00,ST018,CT001174,,686.88,2025-05-14,Cash,7,No,Online
T00007406,2025-04-28 20:00:00,ST001,CT000715,,1828.77,2025-04-28,Card,5,No,Online
T00007407,2025-07-24 10:00:00,ST013,,AN000685,1097.78,2025-07-24,Invoice,8,Yes,InStore
T00007408,2025-06-12 18:00:00,ST014,CT001448,,1739.65,2025-06-12,Card,7,No,InStore
T00007409,2025-08-18 07:00:00,ST001,CT001251,,718.38,2025-08-18,Card,1,No,InStore
T00007410,2025-10-22 14:00:00,ST010,CT001242,,338.47,2025-10-22,Card,2,No,InStore
T00007411,2025-08-11 04:00:00,ST005,CT000977,,1185.4,2025-08-11,Card,3,No,InStore
T00007412,2025-01-14 15:00:00,ST011,CT000160,,1550.61,2025-01-14,Card,5,No,InStore
T00007413,2025-12-24 19:00:00,ST011,CT001409,,1689.39,2025-12-24,Card,5,Yes,InStore
T00007414,2025-10-12 00:00:00,ST006,CT000974,,782.17,2025-10-12,Card,2,No,InStore
T00007415,2025-11-16 20:00:00,ST011,CT001487,,1269.33,2025-11-16,Invoice,8,No,InStore
T00007416,2025-06-24 03:00:00,ST009,CT000334,,43.12,2025-06-24,Card,2,No,InStore
T00007417,2025-01-07 23:00:00,ST016,,AN000549,1156.62,2025-01-07,Card,4,No,InStore
T00007418,2025-02-13 13:00:00,ST006,CT000761,,1144.29,2025-02-13,Card,4,No,InStore
T00007419,2025-07-15 22:00:00,ST007,CT000633,,553.26,2025-07-15,Card,8,No,InStore
T00007420,2025-11-27 04:00:00,ST021,,AN000881,358.09,2025-11-27,Card,1,No,InStore
T00007421,2025-05-04 19:00:00,ST013,CT001025,,356.13,2025-05-04,Card,2,No,Online
T00007422,2025-08-11 06:00:00,ST006,CT000219,,205.04,2025-08-11,Card,2,No,InStore
T00007423,2025-10-04 19:00:00,ST004,CT000866,,656.71,2025-10-04,Card,2,No,InStore
T00007424,2026-02-09 22:00:00,ST007,CT001063,,675.88,2026-02-09,Card,2,Yes,InStore
T00007425,2025-08-13 19:00:00,ST017,,AN000463,1707.99,2025-08-13,Invoice,8,No,InStore
T00007426,2025-06-21 23:00:00,ST018,,AN000211,1870.25,2025-06-21,Cash,8,No,InStore
T00007427,2025-08-03 10:00:00,ST002,CT000616,,611.54,2025-08-03,Card,2,No,InStore
T00007428,2025-01-06 16:00:00,ST004,,AN000187,2107.62,2025-01-06,Invoice,7,No,InStore
T00007429,2025-05-21 14:00:00,ST014,CT001301,,397.27,2025-05-21,Cash,2,No,InStore
T00007430,2025-04-27 09:00:00,ST007,,AN000878,198.35,2025-04-27,Card,1,No,InStore
T00007431,2025-10-20 14:00:00,ST021,CT001377,,218.99,2025-10-20,Card,1,No,InStore
T00007432,2025-10-02 01:00:00,ST019,CT001296,,308.1,2025-10-02,Card,2,Yes,InStore
T00007433,2025-03-23 03:00:00,ST010,CT001435,,428.95,2025-03-23,Card,4,Yes,InStore
T00007434,2025-01-14 19:00:00,ST008,CT000090,,958.7,2025-01-14,Cash,3,No,InStore
T00007435,2025-03-05 04:00:00,ST017,CT001225,,757.85,2025-03-05,Invoice,5,Yes,InStore
T00007436,2025-11-06 19:00:00,ST009,CT000844,,108.29,2025-11-06,Invoice,1,No,InStore
T00007437,2026-01-02 22:00:00,ST016,,AN000070,2215.46,2026-01-02,Invoice,8,No,Click&Collect
T00007438,2025-05-30 11:00:00,ST019,CT001491,,556.65,2025-05-30,Invoice,3,Yes,InStore
T00007439,2025-10-07 03:00:00,ST020,CT001377,,29.05,2025-10-07,Cash,1,No,InStore
T00007440,2025-04-06 21:00:00,ST016,,AN000140,456.55,2025-04-06,Card,3,No,InStore
T00007441,2025-09-14 02:00:00,ST009,,AN000131,2747.17,2025-09-14,Card,8,No,InStore
T00007442,2025-01-03 14:00:00,ST014,,AN000659,589.43,2025-01-03,Card,3,No,InStore
T00007443,2025-08-05 21:00:00,ST011,CT000650,,1776.0,2025-08-05,Cash,8,Yes,Online
T00007444,2025-12-25 18:00:00,ST014,CT001158,,1537.31,2025-12-25,Cash,7,No,InStore
T00007445,2025-03-08 01:00:00,ST008,CT001388,,1379.53,2025-03-08,Card,6,Yes,InStore
T00007446,2025-05-02 06:00:00,ST006,CT000541,,1598.64,2025-05-02,Card,8,Yes,InStore
T00007447,2025-08-05 09:00:00,ST017,CT001009,,1845.99,2025-08-05,Invoice,8,No,InStore
T00007448,2025-03-07 18:00:00,ST013,,AN000741,1540.41,2025-03-07,Card,7,No,InStore
T00007449,2025-02-26 16:00:00,ST005,CT000448,,1273.58,2025-02-26,Card,8,No,InStore
T00007450,2025-05-26 11:00:00,ST018,CT000160,,41.73,2025-05-26,Card,1,No,InStore
T00007451,2025-09-01 16:00:00,ST021,CT001399,,1041.46,2025-09-01,Card,4,No,Online
T00007452,2025-12-14 20:00:00,ST001,CT001380,,108.88,2025-12-14,Invoice,2,Yes,InStore
T00007453,2025-07-11 06:00:00,ST019,CT000317,,1159.73,2025-07-11,Card,5,No,InStore
T00007454,2025-10-22 01:00:00,ST004,CT000859,,1658.12,2025-10-22,Card,7,Yes,InStore
T00007455,2025-12-08 02:00:00,ST006,CT001456,,72.45,2025-12-08,Card,1,No,InStore
T00007456,2025-04-10 12:00:00,ST005,CT000156,,205.57,2025-04-10,Invoice,1,Yes,InStore
T00007457,2025-03-02 05:00:00,ST004,CT001395,,2763.22,2025-03-02,Card,8,No,InStore
T00007458,2025-03-17 21:00:00,ST016,CT000042,,1295.83,2025-03-17,Card,7,No,InStore
T00007459,2025-08-23 19:00:00,ST007,,AN000238,589.72,2025-08-23,Card,5,No,InStore
T00007460,2025-10-31 02:00:00,ST013,CT000665,,801.19,2025-10-31,Card,3,Yes,InStore
T00007461,2025-11-23 02:00:00,ST016,CT001421,,265.56,2025-11-23,Card,1,No,InStore
T00007462,2025-10-20 08:00:00,ST003,,AN000751,2005.21,2025-10-20,Card,8,Yes,InStore
T00007463,2025-07-27 07:00:00,ST008,CT001339,,595.32,2025-07-27,Card,5,No,InStore
T00007464,2025-08-27 12:00:00,ST016,CT000590,,1852.36,2025-08-27,Cash,7,No,InStore
T00007465,2025-05-04 08:00:00,ST008,,AN000889,600.88,2025-05-04,Cash,4,No,InStore
T00007466,2026-01-01 00:00:00,ST004,,AN000724,311.18,2026-01-01,Card,2,No,InStore
T00007467,2025-01-02 07:00:00,ST004,CT000997,,1138.71,2025-01-02,Card,5,No,InStore
T00007468,2025-08-20 18:00:00,ST017,CT000580,,1485.41,2025-08-20,Card,6,Yes,InStore
T00007469,2025-10-17 03:00:00,ST007,CT001340,,351.79,2025-10-17,Card,3,No,InStore
T00007470,2025-11-09 01:00:00,ST010,CT001049,,378.97,2025-11-09,Card,2,Yes,InStore
T00007471,2025-09-07 09:00:00,ST011,CT001002,,1454.06,2025-09-07,Invoice,7,Yes,InStore
T00007472,2025-04-06 00:00:00,ST012,CT001094,,203.45,2025-04-06,Cash,1,No,InStore
T00007473,2026-02-02 09:00:00,ST007,,AN000037,670.55,2026-02-02,Card,3,No,InStore
